index,raw_response
1988,"NO — Title refers to perfluorochemical emulsions used as radiotherapy adjuncts and does not mention PFOA, PFOS, their listed analogues, or immune/toxicity outcomes, so it does not meet the inclusion criteria."
1989,"NO — This is an environmental photochemical degradation study of PFOA (decomposition pathways and kinetics), not research on toxicity, immunotoxicity, or immune-related health effects in humans, animals, or biologic systems."
1990,"NO — This paper describes development of an optical ammonia sensor (hydrogels and a fluoropolymer membrane) and does not involve PFOA, PFOS, their analogues, or any immunotoxicity/immune-related outcomes."
1991,YES — Pilot study measured PFOA/PFOS (and related perfluorinated acids/sulfonates) in bottled and tap water and assessed potential toxicity risk (concentrations vs. toxic thresholds and Hazard Quotients).
1992,NO — This is a surgical case series about vitreous surgery that only mentions perfluorocarbon liquid as a surgical tool and does not study PFOA/PFOS (or specified analogues) exposure or any immunotoxicity/toxicity/immune-related outcomes.
1993,"NO — discusses perfluorocarbons and hemoglobin-based blood substitutes broadly but does not mention PFOA, PFOS or the listed analogues nor study immunotoxicity or immune-related effects."
1994,"YES — The record documents PFOS/PFOA contamination, human exposures, and exposure assessments at a production site (and highlights gaps needing epidemiological study), so it concerns the specified chemicals and potential health/toxicity research (though it is unclear whether immune-specific outcomes are reported)."
1995,"NO — this is a canine study of a perfluorochemical emulsion (Fluosol DA) assessing myocardial salvage and ventricular function, not exposure to PFOA/PFOS (or specified C8 analogues) and it does not address immunotoxicity or immune-related health effects."
1996,"YES — Animal study investigating hepatic toxicity/oxidative stress caused by perfluorooctanoic acid (PFOA) in rats across different ages, directly relevant to PFOA toxicity."
1997,"NO — This article assesses environmental risks and toxicological properties of hydrofluoropolyethers (HFPEs), not PFOA, PFOS, or the listed C8 analogues, so it does not meet the exposure criterion."
1998,"YES — The title indicates study of perfluorinated surfactants (likely including PFOA/PFOS analogues) but it is unclear from the record whether it reports toxicity or immune-related effects, so relevance is uncertain."
1999,"NO — Although it includes sodium perfluorooctanoate (a PFOA salt), the study is a materials/rheology investigation of ovalbumin hydrogels and does not examine toxicity, immunotoxicity, or immune-related health effects."
2000,"YES — The study examines sodium perfluorooctanoate (SPFO, a PFOA salt) and its in vitro interactions and conformational/toxicologically relevant effects on human serum albumin."
2001,"NO — This is an analytical chemistry/micro-LC–MS methods paper evaluating acidic modifiers (e.g., HFBA, PFPA) for drug separations, not a study of PFOA/PFOS (C8) exposures or immune/toxic effects."
2002,"NO — This is an analytical chemistry methods paper for derivatization and LC-MS/MS quantification of perfluorinated carboxylic acids in environmental samples, not a human, animal, or in vitro study of toxicity or immune-related health effects."
2003,"YES — This paper examines immunotoxic effects of perfluorinated blood substitutes (perfluorotributylamine, perfluorodecalin) on human neutrophil function, making it relevant (though it does not specifically name PFOA/PFOS, it involves related perfluorinated compounds)."
2004,"YES — Reports human and preclinical studies of Oxygent, a perfluorochemical (PFC) emulsion with reported systemic toxicities (fever, thrombocytopenia), and although it does not explicitly name PFOA/PFOS, it is a perfluorinated compound so relevance to PFOA/PFOS analogues is unclear."
2005,"NO — The study uses perfluoropentane (PFP) and perfluoro-15-crown-5-ether (PFCE) nanoemulsions for tumor imaging/therapy, not PFOA, PFOS, or any of the listed C8 analogues, and does not examine immunotoxicity or immune-related health effects."
2006,YES — In vitro study showing PFOS exposure causes tight junction disassembly and increased blood–brain barrier permeability in human brain endothelial cells (toxicity mechanism via PI3K/Akt).
2007,"NO — This is a synthetic chemistry paper on metallocene bis(perfluorooctanesulfonate) Lewis-acid catalysts and catalytic reactions, not a human/animal/in vitro study of toxicity or immune-related effects of PFOA/PFOS."
2008,NO — This study concerns synthesis and photovoltaic properties of fluorinated semiconducting polymers for solar cells and does not investigate exposures to PFOA/PFOS (or analogues) or any immunotoxicity/toxicity or immune-related health effects.
2009,NO — This is a physical chemistry study of self-assembly in Langmuir monolayers using partially/perfluorinated fatty acids and does not involve PFOA/PFOS (or C8 analogues) nor any immunotoxicity/biological outcomes.
2010,"NO — This is an ophthalmic surgical case report describing use of perfluorocarbon liquid (for retinal surgery) and management of suprachoroidal hemorrhage, not a study of PFOA/PFOS (or their analogues in an environmental/toxicologic sense) nor of immunotoxicity or immune-related health effects."
2011,"YES — Animal study of perfluorochemical emulsions (including PFOB, i.e., perfluorooctyl bromide, a C8 perfluorochemical) reporting spleen/liver changes and other toxicity/radiation/metastatic outcomes in mice."
2012,"YES — Animal study measuring perfluorochemicals in harbour porpoises (likely including PFOA/PFOS/C8) and potentially addressing toxic/ecotoxicological effects, so relevant or unclear from title alone."
2013,NO — This is an organic synthesis methods paper about using a perfluoroalkylsulfonyl linker for biaryl formation (Suzuki cleavage) and does not investigate exposure to PFOA/PFOS analogues or any immunotoxicity/toxicity outcomes.
2014,"NO — Laboratory study on chemical decomposition/removal of PFOA in water (microwave-hydrothermal persulfate/ZVI treatment), not an investigation of exposure-related toxicity, immunotoxicity, or immune health effects."
2015,NO — This is a materials science study of fluorinated triblock copolymers for fouling-release coatings and does not investigate PFOA/PFOS (or the listed analogues) exposures nor any immunotoxicity or immune-related health effects.
2016,NO — This is a surgical/device study in pigs using perfluorocarbon liquid (PFCL) intraoperatively and does not involve PFOA/PFOS (or listed analogues) nor assess immunotoxicity or immune-related health effects.
2017,"YES — The paper reports synthesis and preliminary biocompatibility (toxicity) testing of perfluoroalkylalkanoates (PFAS analogues), meeting the exposure (perfluoroalkyl compounds) and toxicity-related inclusion criteria."
2018,"NO — This is a surgical case series of ciliary body tumor resections and does not investigate PFOA/PFOS (the brief mention of ""perfluorocarbon liquid"" refers to a surgical tamponade, not PFOA/PFOS exposure) nor any immunotoxicity/toxicity outcomes."
2019,"NO — The study evaluates myocardial contrast echocardiography using a perfluorocarbon contrast agent in healthy humans and is an imaging/methodology paper, not research on PFOA/PFOS (or listed analogues) nor on immunotoxicity or immune-related health effects."
2020,"NO — This animal study investigates liquid perfluorocarbons (PFCs) for intrapulmonary hypothermia and resuscitation, not exposure to PFOA, PFOS, or the listed C8/perfluorooctane analogues, nor immune-related outcomes."
2021,NO — This study uses perfluorodecalin (a different perfluorocarbon) for plant protoplast culture and does not examine PFOA/PFOS (or listed analogues) nor any immunotoxicity or immune-related health effects.
2022,"NO — This article reviews adjuncts to mechanical ventilation (e.g., extracorporeal CO2 removal, nitric oxide, surfactant, perfluorocarbon-associated gas exchange) and does not study PFOA/PFOS (C8) exposures or immune/immunotoxic outcomes."
2023,"NO — This is a clinical review about patent foramen ovale and migraine/PFO closure and does not involve exposure to PFOA, PFOS, or related perfluorinated compounds nor investigate immunotoxicity or immune-related effects."
2024,"NO — This study describes use of perfluorocarbon oxygen carriers (PFCs) to increase tumor PO2 in brain tumors, not exposure to PFOA/PFOS or the listed analogues, nor does it address immunotoxicity or immune-related effects."
2025,"NO — Describes testing of perfluorocarbon-based blood substitutes (PFC-HSs) for oxygen-carrying efficacy and safety in animal models but does not mention PFOA, PFOS, or any of the listed analogues or immunotoxicity endpoints."
2026,"YES — The study examines exposure to a perfluorochemical (PFC) emulsion and its effects on human albumin/warfarin binding (perfluorinated compound exposure), but the abstract does not specify whether the PFC is PFOA, PFOS, or a listed analogue, so relevance to the exact inclusion chemicals is unclear."
2027,"NO — this is an animal study of intimal hyperplasia in different vascular graft materials (fluoropolymer-coated Dacron, ePTFE, etc.) with no exposure to PFOA/PFOS (or listed analogues) and not addressing immunotoxicity or immune-related outcomes."
2028,"NO — This is an exposure and pharmacokinetic modeling study of PFOA intakes and blood levels and does not assess toxicity, immunotoxicity, or immune-related health outcomes."
2029,"NO — This is an environmental monitoring study measuring atmospheric PFC/PFCA/PFSA concentrations and long-range transport, not a human/animal/in vitro study of toxicity, immunotoxicity, or immune-related health effects."
2030,"NO — Although the compound cesium pentadecafluorooctanoate (a perfluorooctanoate salt) is studied, the paper reports physical/phase-transition properties of liquid-crystalline samples and not any human, animal, or in vitro toxicology or immunotoxicity/immune-related health effects."
2031,"NO — This is an animal study of perfluorocarbon-based ultrasound contrast during dobutamine stress echocardiography (cardiac perfusion/ischemia), not an exposure to PFOA/PFOS (C8) or listed analogues nor an investigation of immunotoxicity or immune-related outcomes."
2032,"YES — This experimental study tests toxicity of PFOA on freshwater zooplankton in 30 L indoor microcosms, reporting LOEC values and community-structure effects."
2033,"NO — This is a materials-science study on plasmonic substrates and fluoropolymer coatings, with no mention of PFOA/PFOS (or analogues) exposure or any immunotoxicity/toxicity or immune-related health outcomes."
2034,"NO — This is a cardiology imaging study evaluating a transthoracic Doppler method for patent foramen ovale detection using saline contrast and does not involve PFOA, PFOS (or analogues) nor immunotoxicity/immune-related outcomes."
2035,"YES — Human study measuring PFOA and PFOS (and other PFCs) in serum and assessing thyroid hormone outcomes (TSH, FT4), addressing potential toxic effects on thyroid function."
2036,"NO — this is an environmental fate/occurrence study of polyfluoroalkyl compounds in water, particulates and sediment and does not include human, animal, or in vitro exposure experiments or any assessment of toxicity or immune-related health effects."
2037,"NO — This is an environmental monitoring study reporting concentrations/emissions of PFOA/PFOS in wastewaters, not a human, animal, or in vitro study assessing toxicity, immunotoxicity, or immune-related health effects."
2038,NO — This is a materials/physical chemistry study of a nonionic fluorosurfactant (Zonyl FSN) self-assembled monolayer on gold and does not involve PFOA/PFOS (C8) exposures nor any immunotoxicity/toxicity or immune-related health effects.
2039,"NO — This study measures serum PFAA (perfluoroalkyl acid) levels and temporal trends in Greenlandic Inuit but does not assess toxicity, immunotoxicity, or immune-related health effects."
2040,"NO — The record describes synthesis/characterization of perfluoroalkyl-substituted zinc phthalocyanine and photophysical/biological properties, not studies of PFOA/PFOS (C8) exposures or immune/toxic effects in humans, animals, or in vitro."
2041,"NO — Materials-science study on fluorinated xerogel oxygen sensors using perfluoroalkyl ORMOSILs, not an exposure study of PFOA/PFOS (or listed analogues) nor an investigation of immunotoxicity/toxicity or immune-related health effects."
2042,"YES — Animal study examining retention of perfluorochemicals in blood and organs after intravenous exposure, likely relevant to PFOA/PFOS or their analogues and to toxicity/ toxicokinetics."
2043,"NO — The study investigates perfluorodecalin (a perfluorocarbon) used for partial liquid ventilation in piglets and does not involve PFOA, PFOS, or any of the listed C8 analogues or immune/toxic effects related to those substances."
2044,"NO — This is an analytical chemistry paper on quantifying naltrexone prodrugs (using perfluoroalkyl derivatization) and does not study PFOA/PFOS (or their analogues) exposures, toxicity, or immune-related effects."
2045,"NO — this is a physico‑chemical study of micellization/aggregation of lithium perfluoroheptanoate with PEG in water, not a PFOA/PFOS exposure study nor does it assess immunotoxicity, toxicity, or immune-related health effects."
2046,"YES — The study measured PFOS/PFOA and related perfluorinated compounds in water, sediment, soil, and biota and assessed compound-specific bioaccumulation and potential adverse effects/toxicity on aquatic organisms."
2047,"NO — animal study measuring tissue concentrations and distribution of PFCAs/PFSAs (including C8 compounds) in polar bears but does not assess toxicity, immunotoxicity, or immune-related health effects."
2048,"YES — The study involves intravenous use of a perfluorochemical emulsion (Fluosol-DA) in mice to alter tumor oxygenation and radiosensitivity, which may be relevant as a perfluorinated compound analogue of PFOA/PFOS and addresses biologic/toxic effects in animals."
2049,"NO — This is a temporal biomonitoring study measuring PFOS/PFOA exposure in newborn blood spots and does not assess immunotoxicity, toxicity, or immune-related health outcomes."
2050,"YES — Animal toxicity study reporting exposure to ""perfluorochemicals (FC)"" in dogs, but the record does not specify whether these are PFOA/PFOS or listed analogues, so relevance is unclear and warrants inclusion pending full-text confirmation."
2051,"NO — This is a chemistry methods paper describing synthesis of [18F]FDG from resin-bound perfluoroalkylsulfonate precursors and does not report any human, animal, or in vitro study of PFOA/PFOS (or analogues) exposure, toxicity, or immune-related effects."
2052,NO — This paper studies doxorubicin delivery using PEG–PCL micelles and generic perfluorocarbon nanodroplets and does not investigate exposures to PFOA/PFOS (or listed analogues) nor any immunotoxicity or immune-related health effects.
2053,NO — The study concerns Pluronic F-68 and general perfluorochemical liquids as artificial oxygen carriers to improve post-thaw recovery of plant cells and does not involve PFOA/PFOS (or listed C8 analogues) exposures nor examine immunotoxicity/toxicity or immune-related health effects.
2054,"NO — This study measures prenatal exposure and placental transfer of PFOS and other PFCs in maternal and cord blood but does not report research on toxicity, immunotoxicity, or immune-related health outcomes."
2055,"NO — While the compound is a perfluorooctanoate surfactant (an analogue of PFOA), the paper is a physical-chemistry/dielectric study of micelle behavior, not a human, animal, or in vitro study of toxicity, immunotoxicity, or immune-related health effects."
2056,NO — The paper uses a perfluorocarbon (FC-43) as an NMR tracer to study venodilation by pranidipine and does not involve PFOA/PFOS (or listed analogues) exposure nor investigate immunotoxicity or immune-related health effects.
2057,YES — Measures PFOS (and other perfluorinated compounds) in waterbird eggs (an animal/ecotoxicology study) and includes a preliminary toxicity/risk assessment of effects on offspring survival.
2058,"NO — The record discusses use of perfluorocarbon (PFC) liquids for liquid ventilation (inert PFCs for gas exchange), not exposure to PFOA, PFOS, or the listed perfluoroalkyl acid/sulfonate analogues nor immune-related effects."
2059,NO — This is a surface spectroscopy study of a fluorinated amphiphilic triblock copolymer for antifouling coatings and does not involve PFOA/PFOS (or specified analogues) exposures nor report immunotoxicity or immune-related health effects.
2060,NO — The record is a materials-science study of diffusion of partly fluorinated hydrocarbons in polymers and does not mention PFOA/PFOS (or listed analogues) or any immunotoxicity/toxicity or immune-related health effects.
2061,"NO — The paper describes in vitro use of lipid-encapsulated perfluorocarbon nanoparticles as an MRI contrast agent for thrombus detection, not exposure to PFOA/PFOS (or the listed analogues) and it does not assess immunotoxicity or immune-related health effects."
2062,"NO — This is a physical chemistry study of Brij-35 mixed with perfluorononanoic acid (PFNA) on micelle aggregation behavior, not a PFOA/PFOS (C8) exposure study nor does it address toxicity, immunotoxicity, or immune-related health effects in human/animal/in vitro models."
2063,"NO — This is an environmental biodegradation study showing 8:2 FTOH can be transformed to PFOA, but it does not investigate PFOA/PFOS (or analogues) exposure-related toxicity, immunotoxicity, or immune-related health effects in humans, animals, or in vitro."
2064,"NO — This study investigates atmospheric kinetics of HFE-7000 and a heptafluorobutanol (short-chain fluorinated ethers/alcohols), not PFOA/PFOS (or the listed C8 analogues), and it is an atmospheric chemistry study rather than research on toxicity or immune-related effects."
2065,NO — This is a surface‑chemistry study of Zonyl FSN self-assembly on Au(111) and does not investigate PFOA/PFOS (or listed analogues) exposures nor any immunotoxicity/toxicity or immune-related biological effects.
2066,NO — This is a clinical ophthalmic surgical outcomes study of vitrectomy using perfluorocarbon liquid for giant retinal tears and does not investigate exposure to PFOA/PFOS (or listed analogues) nor any toxicologic or immune-related health effects.
2067,"NO — The study uses a perfluorocarbon oxygen carrier for organ preservation (not PFOA, PFOS, or any of the listed perfluoroalkyl acid analogues) and investigates transplant outcomes rather than PFOA/PFOS-related immunotoxicity."
2068,"NO — This conference review describes drug-delivery systems and polymers (including a fluorinated lipid) but does not mention PFOA, PFOS, their analogues, or immune/toxic effects related to those substances."
2069,"YES — In vitro study showing sodium perfluorooctanoate (the PFOA/perfluorooctanoate salt) induces conformational changes in human serum albumin, i.e., a toxicity/biochemical effect of a PFOA analogue."
2070,"NO — Analytical environmental study measuring PFAA/PFAS precursors in urban runoff, not a human/animal/in vitro toxicity or immunotoxicity study."
2071,YES — A review of perfluoroalkyl acids likely covers PFOA/PFOS (and analogues) and summarizes recent toxicological and immunotoxicological research.
2072,NO — The study is materials/engineering research about frost formation on surfaces using generic perfluorinated lubricants and does not examine PFOA/PFOS (or listed analogues) exposures or any immunotoxicity/immune-related health effects.
2073,"NO — The paper describes perfluorocarbon nanodroplets used as imaging contrast agents (not PFOA, PFOS, or the listed C8 analogues) and reports photoacoustic/ultrasound imaging work rather than any immunotoxicity or immune-related health effects."
2074,"NO — The study tests perfluorooctylbromide (perflubron/Oxygent), a perfluorocarbon oxygen carrier, not PFOA/PFOS or the listed analogues, and examines tumor radiosensitization rather than immunotoxicity or immune-related effects."
2075,NO — This is a surgical ophthalmology study of autologous serum with perfluorocarbon gas tamponade for macular holes and does not involve exposure to PFOA/PFOS (or listed analogues) nor assess immunotoxicity or immune-related health effects.
2076,"YES — The study examines worker exposure to a fluorinated polymer (fluororesin) waterproofing spray linked to acute respiratory toxicity, but it does not specifically identify PFOA, PFOS, or the listed analogues, so relevance is uncertain."
2077,"NO — The paper is a molecular/functional study of the NBCe1-A cotransporter that only uses perfluorooctanoate as a detergent in native PAGE and does not examine PFOA/PFOS (or analogue) exposure, toxicity, or immune-related outcomes."
2078,"NO — the study investigates aerosolized perfluorocarbon FC‑77 in piglets (a PFC used for liquid ventilation), not PFOA, PFOS, or any of the listed analogues, so the exposure does not match the inclusion criteria despite immune-related outcomes."
2079,"NO — Study examines PFOS toxicity in wheat plants (plant physiology) rather than human/animal/in vitro models or immune-related outcomes, so it falls outside the specified inclusion criteria."
2080,"NO — the study used perfluorotributylamine (a perfluorocarbon) rather than PFOA, PFOS, or the listed C8 analogues, and it assessed chick heart culture survival/morphology rather than PFOA/PFOS-related immune/toxicity outcomes."
2081,NO — This is a clinical study of patent foramen ovale (PFO) in elderly stroke patients and does not involve exposure to perfluorinated compounds (PFOA/PFOS or analogues) or related immunotoxicity outcomes.
2082,"NO — this is a guest comment/editorial about a focus issue (not primary human, animal, or in vitro research) and does not report original data on PFOA/PFOS immunotoxicity or related health effects."
2083,"NO — This is an industrial emissions/inventory study of PFOS sources and environmental distribution, not a human/animal/in vitro study of toxicity, immunotoxicity, or immune-related health effects."
2084,"YES — Chronic two-year dietary study of potassium perfluorooctanesulfonate (PFOS) in Sprague Dawley rats evaluating toxicity and carcinogenicity (including liver effects and tumors), meeting the exposure (PFOS) and toxicity study inclusion criteria."
2085,"NO — The study uses a perfluorochemical emulsion (Fluosol-DA) as an oxygen carrier in tumor irradiation studies, not exposure to PFOA, PFOS or the listed C8 analogues, and it examines radiosensitization/tumor control rather than immune-related effects."
2086,NO — this study describes fluorinated RNA aptamers modulating GABA(A) receptor function in rat tissue and does not involve PFOA/PFOS (or their analogues) nor investigate immunotoxicity or immune-related health effects.
2087,"NO — This is an environmental monitoring study measuring PFC (including PFOA) concentrations in surface and well water and exposure potential, but it does not assess toxicity, immunotoxicity, or immune-related health effects in humans, animals, or in vitro."
2088,"YES

This study models PFOA pharmacokinetics in mice during gestation and lactation and discusses developmental toxicity and interspecies dose metrics, meeting the exposure and toxicity criteria."
2089,"NO — This paper evaluates PTBD and perfluorooctyl bromide as 19F MRI agents and reports MR relaxation/imaging properties (with an in vivo imaging example), not exposures to PFOA/PFOS (or listed analogues) nor immunotoxicity/toxicity or immune-related health effects."
2090,"NO — This clinical study describes a PTFE-based polymer dura substitute and surgical outcomes, not exposure to PFOA/PFOS (or listed analogues) nor research on immunotoxicity or immune-related health effects."
2091,"NO — The study uses an unspecified perfluorocarbon as a liquid ventilation medium and investigates respiratory mechanics in lambs, not exposure to PFOA/PFOS (or listed analogues) nor immunotoxicity/toxicity outcomes."
2092,"YES — Animal study of PFOS exposure in adult mice reporting neurotoxic outcomes (hippocampal apoptosis, altered neurotransmitters, dysregulated proteins, and impaired spatial learning), meeting the toxicity exposure criteria."
2093,"NO — This is a structural microbiology study of the E. coli Wzc protein (using perfluoro-octanoate in PAGE as a methodological reagent) and does not investigate PFOA/PFOS exposure, toxicity, or immune-related health effects."
2094,NO — This paper describes development and testing of semifluorinated/PEG-containing polymer coatings for marine biofouling and does not study PFOA/PFOS (or listed analogues) exposures or any immunotoxicity/immune-related health effects.
2095,NO — This is a review on lipid-based MRI contrast agents and nanoparticles (focused on Gd-based agents and molecular imaging) and does not report research on PFOA/PFOS (or analogues) or on immunotoxicity/toxic immune-related outcomes.
2096,NO — This is a biophysical study of synthetic perfluoroalkyl-terminated polymers (PGMA(n)-F9) interacting with DPPC lipid monolayers/vesicles and does not investigate PFOA/PFOS (C8) exposures or any immunotoxicity/toxicity or immune-related health effects.
2097,"NO — This study investigates a perfluorocarbon emulsion in dogs (not PFOA, PFOS, or any listed analogues) and focuses on cardiac hemodynamics/contractility rather than PFOA/PFOS exposure or immune-related effects."
2098,"NO — This is an analytical LC-MS method paper using pentadecafluorooctanoic acid as a volatile ion-pairing/desalting reagent for metabolite structural elucidation, not a human/animal/in vitro study of PFOA/PFOS (or analog) exposure, toxicity, or immunotoxicity."
2099,"NO — This is an analytical chemistry methods paper using lithium perfluorooctane sulfonate as a surfactant for peptide separations (MEKC) and does not investigate PFOA/PFOS exposure, toxicity, immunotoxicity, or immune-related health effects."
2100,"NO — This is a review of perfluorocarbon-based MRI contrast agents and nanoparticle formulation for imaging, not a study of PFOA/PFOS (C8) exposures or immune/toxicological outcomes."
2101,"NO — This clinical study measures plasma free amino acids in acute myelogenous leukemia patients and does not investigate exposure to PFOA, PFOS, or their analogues nor immunotoxicity related to those compounds."
2102,"YES

This human NHANES study examines serum PFOA exposure and its association with elevated liver enzymes (hepatic toxicity), meeting the exposure (PFOA) and toxicity inclusion criteria."
2103,"NO — This is a microbial biochemistry/methods paper on tandem acyl carrier protein domains in PUFA synthases and does not involve PFOA/PFOS (or listed analogues) exposures or any immunotoxicity/toxicity or immune-related health effects in human, animal, or in vitro studies."
2104,"NO — This study investigates canine pancreas preservation using an unspecified perfluorochemical and adenine nucleotide metabolism/graft viability, not exposure to PFOA/PFOS (or listed analogues) nor immunotoxicity/toxicity outcomes."
2105,"YES — in vitro human study of PFOS and PFOA exposure on peripheral leukocytes reporting immunotoxic effects (reduced NK-cell activity and altered TNF-α/IL-6 responses), directly addressing immune-related toxicity."
2106,"NO — This is a materials/adsorption study on removing PFOS from water (chitosan-based MIP adsorbents) and does not investigate toxicity, immunotoxicity, or immune-related health effects in human, animal, or in vitro models."
2107,"YES — This study examines PFOS exposure in vitro and in rats and evaluates thyroid hormone effects and assay-related toxicity endpoints, so it meets the exposure and toxicity inclusion criteria."
2108,"NO — This is an environmental photodegradation/chemical transformation study of PFOS in water and alkaline 2‑propanol and does not report any biological, toxicological, or immune-related outcomes."
2109,"YES — The study tests pentadecafluorooctanoic acid (the systematic name for PFOA) and a related PFCA (heptadecafluorononanoic acid) for effects on rat platelets and Caco-2 cells, a toxicological/in vitro investigation of immune-relevant platelet function."
2110,"NO — This is a mechanical/modeling study of liquid ventilation using perfluorochemicals (perfluorocarbons), not research on PFOA/PFOS (or listed analogues) nor on immunotoxicity or immune-related health effects."
2111,"NO — This is an in vitro MRI methods study of perfluorocarbon paramagnetic nanoparticles for imaging, not research on PFOA/PFOS (or listed analogues) exposures nor on immunotoxicity or immune-related health effects."
2112,"NO — This is an analytical chemistry methods paper using perfluoro-octanoate as an anion standard for ESI-MS detection, not a human/animal/in vitro exposure study of PFOA/PFOS-related toxicity or immunotoxicity."
2113,"NO — The study examines cardiac biomarker release after contrast-enhanced echocardiography using a perfluorocarbon microbubble agent, not exposure to PFOA/PFOS (or listed analogues) and it assesses cardiac injury markers rather than immunotoxicity or immune-related outcomes."
2114,"NO — This is an ophthalmic surgical outcomes study of 25‑gauge vitrectomy (using intraoperative perfluorocarbon liquids) and does not assess exposure to PFOA/PFOS analogues nor evaluate immunotoxicity, toxicity, or immune-related health effects."
2115,"NO — This is a synthetic/phase-transfer catalysis study of perfluoroalkylated crown ethers (chemical methods and recycling), not research on PFOA/PFOS (or listed analogues) exposures or any immunotoxicity/toxicological outcomes in humans, animals, or in vitro systems."
2116,"YES — The study examines perfluorononanoic acid (PFNA), a perfluorinated carboxylic acid analogue of PFOA, reporting dose-dependent testicular toxicity (apoptosis) in rats, which meets the exposure and toxicity inclusion criteria."
2117,"NO — Although the record uses sodium perfluorooctanoate (SPFO), it is a materials/colloidal chemistry study on vesicle templating and silica particle synthesis, not a human/animal/in vitro study of toxicity, immunotoxicity, or immune-related health effects."
2118,"YES — Reports measured PFOS and PFOA (and other PFCs) in human breast milk and infant foods and estimates infant daily intake and risk indexes, addressing exposure and potential toxicological risk."
2119,"NO — This is an environmental monitoring study reporting occurrence/concentrations of PFOA/PFOS in river water, not a human/animal/in vitro study assessing toxicity, immunotoxicity, or immune-related health effects."
2120,"NO — This is a general review of perfluorocarbon oxygen carriers (PFCs) for neurosciences and does not report research on PFOA, PFOS, or the listed analogues nor on immunotoxicity/toxic or immune-related health effects."
2121,"YES — Study examines developmental toxicity and gene-expression effects of PFOS exposure in zebrafish embryos, meeting the exposure (PFOS) and toxicity criteria."
2122,"NO — This study concerns perfluorooctyl bromide (PFOB), a different perfluorocarbon not listed as PFOA/PFOS or their specified analogues, and it addresses tidal-volume measurement artifacts during partial liquid ventilation rather than immunotoxicity or immune-related health effects."
2123,"NO — The study examines 1-bromoperfluorooctane as an X‑ray contrast perfluorocarbon in rats (not PFOA/PFOS or listed analogues) and reports imaging/accumulation findings rather than any toxicity, immunotoxicity, or immune-related health outcomes."
2124,"NO — This is an engineering/physics study of nanoparticle-loaded perfluorocarbon droplets for photoacoustic imaging and does not involve PFOA/PFOS (or specified analogues) nor any immunotoxicity, toxicity, or immune-related health outcomes."
2125,"NO — Materials-chemistry synthesis of palladium nanoparticles using generic polyfluorinated chains, with no mention of PFOA/PFOS (or listed analogues) and no assessment of immunotoxicity or health effects."
2126,"NO — This is an environmental and human exposure assessment measuring PFOA concentrations in environmental media and serum of residents, but it does not investigate toxicity, immunotoxicity, or immune-related health outcomes."
2127,"NO — This is a materials study on polymer catheter surface modification and characterization (hydrophilicity, oxidation) and does not involve PFOA/PFOS (or listed analogues) exposures nor immunotoxicity/toxicity or immune-related health outcomes."
2128,NO — This is a methods/biophotonics paper on nanohole-array plasmonic biosensors on fluoropolymer (FEP) substrates and does not study PFOA/PFOS (or analogues) exposure or any immunotoxicity/toxicity outcomes.
2129,"NO — The study exposes animals to perfluorodecalin (a perfluorocarbon used for partial liquid ventilation), not PFOA/PFOS or listed analogues, and it examines gas exchange/hemodynamics rather than immunotoxicity or immune-related outcomes."
2130,NO — The study uses Gd-perfluorocarbon nanoparticles for MRI contrast in a rabbit angiogenesis model and does not involve PFOA/PFOS (or listed analogues) nor investigate immunotoxicity or immune-related health effects.
2131,"NO — This is a physical chemistry kinetics study of hydrogen-atom abstraction by a perfluoroalkyl radical, not a human/animal/in vitro toxicity or immunotoxicity study of PFOA/PFOS or their analogues."
2132,"NO — This is a materials-science study of surface properties of a perfluoroalkyl-containing copolymer (PFEMA) and does not examine PFOA/PFOS (or listed analogues) exposure, nor any toxicologic or immune-related outcomes."
2133,"NO — This is a surface chemistry study of 1H,1H,2H,2H‑perfluorodecyltrichlorosilane (FDTS) monolayers on silicon and does not investigate PFOA/PFOS (or listed analogues) exposures nor any immunotoxicity or health effects."
2134,"NO — This is a materials/photocatalysis study of TiO2 surface fluorination using hexafluoropropylene oxide and m-xylene degradation, not research on PFOA/PFOS (or listed analogues) nor on immunotoxicity or immune-related health effects."
2135,YES — Animal (fathead minnow) study of perfluorooctanoic acid (PFOA) exposure assessing toxicokinetics/toxicity (sex differences in uptake and elimination) after oral dosing.
2136,"YES — This in vitro study examines the toxicity-relevant reactivity of fluorotelomer unsaturated acids and aldehydes (PFAS-related degradation products of fluorotelomer alcohols/PFCAs) with glutathione, meeting the exposure (PFAS analogue) and toxicity criteria."
2137,"NO — This is a physical chemistry study of the structural (isotropic-to-nematic) phase transition of cesium perfluoro-octanoate and does not investigate biological exposure, toxicity, immunotoxicity, or immune-related health effects."
2138,NO — This paper discusses hexakis(multifluoroalkoxy)cyclotriphosphazenes as mass-spectrometry reference materials and does not study PFOA/PFOS (or listed analogues) or any immunotoxicity/immune-related health effects.
2139,"YES — Animal (rat) subchronic toxicity study of a perfluoroalkyl mixture reporting serum levels of C8 (perfluorooctanoic acid/PFOA) and liver/clinical chemistry toxicity, so it meets the exposure (C8/PFOA) and toxicity outcome criteria."
2140,"NO — The paper discusses perfluorocarbon and hydrofluorocarbon liquids (e.g., decalin, octane, phenanthrene, HFCL oligomers) for intraocular use, but does not study PFOA, PFOS, or any of the listed C8/perfluorooctanoate/perfluorooctanesulfonate analogues."
