index,raw_response
260,NO — This paper studies UV filters 3‑benzylidene camphor and 4‑methylbenzylidene camphor (not BPA or the listed bisphenol analogues) and reports estrogenic/uterotrophic outcomes rather than any obesity-related measures.
261,NO — This study reports occurrence of BFDGE (and compares BADGE) in canned fish and does not assess exposure to BPA or the specified BPA analogues nor report any obesity-related outcomes.
262,NO — This study examines time-dependent compressive deformation of dental composite resins (mechanical/materials testing) and does not report exposure to bisphenol A or its listed analogues nor any outcomes related to obesity.
263,NO — This is a methods/chemistry paper describing preparation of BPA-BSA conjugates and antibody generation for BPA detection and does not report any outcomes related to obesity.
264,"NO — Although the study examines bisphenol A metabolism in carp (an animal model), it reports glucuronidation and reproductive effects rather than any outcomes related to obesity."
265,"NO — This is an environmental monitoring study of retention soil filters measuring removal of micropollutants (including BPA) and TSS, with no human/animal/in vitro exposure research and no outcomes related to obesity."
266,"NO — This animal study examines effects of neonatal diethylstilbestrol (DES) on hypospadias in mice, not exposure to BPA or the specified bisphenol analogues, and it does not report any obesity-related outcomes."
267,"NO — This dental materials study evaluates an experimental dentine-enamel adhesive (PMDM, ferric oxalate, N-phenylglycine) for clinical biocompatibility and pulp response and does not involve bisphenol A or specified analogues nor report any obesity-related outcomes."
268,NO — This randomized clinical trial investigates postoperative dental sensitivity comparing bonding agents and does not examine bisphenol A (or listed analogues) exposure nor any obesity-related outcomes.
269,"NO — although this in vitro study examines BPA exposure and estrogenic effects in GH3 cells, its outcomes measure calbindin‑D9k expression in the pituitary and do not report any obesity-related endpoints."
270,NO — This in vitro dental materials study measures marginal leakage of specific composite systems and does not mention bisphenol A or its listed analogues nor report any obesity-related outcomes.
271,"NO — This is an animal study of prenatal/lactational BPA exposure reporting social/motivational behavioral outcomes in mice, with no measures or outcomes related to obesity."
272,NO — This is a clinical study of dental light-curing composite materials for posterior restorations and does not mention exposure to bisphenol A or its specified analogues nor report obesity-related outcomes.
273,"NO — Although this is an animal study of BPA exposure, the outcomes reported are sex-differentiation and steroidogenesis gene expression in fish, not any measures related to obesity."
274,NO — This is an in vitro spectroscopic study of BPA binding to lysozyme and trypsin and does not report any obesity-related outcomes.
275,"YES — Reports associations between prenatal and concurrent bisphenol A (BPA) exposure and body weight/fat outcomes, meeting the exposure and obesity-related outcome criteria (study population/design consistent with inclusion)."
276,"NO — Although the human study includes bisphenol A epoxy resin as an allergen, it reports patch-test allergic contact dermatitis outcomes rather than any obesity-related outcomes."
277,NO — This study examines the effect of sodium hypochlorite on dentin bonding in primary teeth and does not involve bisphenol A or its analogues nor report any obesity-related outcomes.
278,"NO — This is an analytical chemistry/methods paper on a BPA-imprinted polymer for selective extraction from water/urine (using BPA as a template), not a human/animal/in vitro study reporting any obesity-related outcome."
279,NO — This is an in vitro dental materials study of ethanol/acetone solvents and adhesive bond strength to enamel/dentin and does not involve bisphenol A or its listed analogues nor report any obesity-related outcomes.
280,NO — This is an in vitro dental materials study on compomer restorations and bonding systems with no mention of bisphenol A or its analogues and no obesity-related outcomes.
281,NO — The paper examines estrogenic/uterotrophic effects of benzophenone and its metabolites (with BPA only as an in vitro comparator) and does not report any obesity-related outcomes.
282,NO — This is a clinical dentistry study on bracket bonding and etching times with no mention of bisphenol A or its analogues and no obesity-related outcomes.
283,NO — The record addresses BPA in thermal paper receipts (exposure) but does not report any obesity-related outcome measures or relevant human/animal/in vitro study assessing obesity.
284,NO — This is an in vitro dental bonding study of adhesive systems to enamel/dentin/DEJ with no mention of bisphenol A or its analogues and no obesity-related outcomes.
285,NO — This is a materials science/dental fracture mechanics study of composite resin–dentin interfaces with no mention of bisphenol A or its analogues and no obesity-related outcomes.
286,"NO — This study assesses acute toxicity, mutagenicity, and estrogenicity of BPA and other bisphenols in Daphnia and in vitro assays but does not report any obesity-related outcomes."
287,NO — This paper describes analytical detection and RBC binding of BPA (methodological/biochemical study) and does not report any outcomes related to obesity.
288,NO — This is an in vitro dental sealant microleakage study with no mention of BPA (or listed analogues) exposure or any obesity-related outcomes.
289,NO — This is a dental case report on a compomer restoration technique and does not report exposure to BPA or specified analogues nor any obesity-related outcomes.
290,NO — This in vitro dental materials study investigates self-etching primers and bracket shear bond strength and does not mention bisphenol A or the specified bisphenol analogues nor report any obesity-related outcomes.
291,"NO — The paper reports an in vitro Nd:YAG debonding study (on bovine teeth) using Bis-GMA bonding resin and measures bond strength/thermal effects, not BPA/BPA-analogue exposure effects related to any obesity outcomes."
292,"NO — the study includes BPA exposure but reports hemoglobin gene expression and reproductive/ecotoxicity outcomes in Daphnia, not any obesity-related measures."
293,NO — The study uses Bis-GMA/TEGDMA resin (a BPA-derived dental monomer) in an in vitro simulated body fluid assay of apatite formation and reports no outcomes related to obesity.
294,"YES — The title indicates a focus on endocrine-disrupting chemicals (which may include BPA or its analogues) but does not specify agents or obesity-related outcomes, so relevance is unclear and warrants inclusion for full-text screening."
295,YES — This animal study explicitly tests bisphenol A (BPA) and reports changes in body weight (an obesity-related outcome) in peripubertal male rats.
296,"NO — although the material contains bisphenol-A groups, this is a materials/adsorption study (resin synthesis and salicylic acid removal) and does not report any obesity-related outcomes or relevant human/animal/in vitro biological exposure data."
297,NO — The record describes orthodontic adhesive bond strength testing with no mention of bisphenol A (or listed analogues) exposure nor any outcome measures related to obesity.
298,NO — This clinical dental restorative study does not involve bisphenol A or its listed analogues and reports clinical restoration performance (not any obesity-related outcomes).
299,"NO — although bisphenol-A was tested in an in vitro yeast estrogen-receptor assay, the study measures estrogenic activity and does not report any outcomes related to obesity."
300,NO — the paper models BPA exposure in humans and rats but does not report any obesity-related outcome measures.
301,"NO — Although the study measures bisphenol A and related compounds released from dental composites (in vitro), it does not report any outcomes related to obesity."
302,"NO — Study examines environmental fate and xeno-estrogenic activity of BPA and metabolites with in vitro estrogen receptor binding and MCF-7 proliferation assays, but does not report any outcomes related to obesity."
303,NO — This study examines resin-dentin microhardness in dog teeth and dental adhesive systems and does not mention exposure to bisphenol A (or specified analogues) nor report any obesity-related outcomes.
304,NO — The record is about dental adhesive bond strength testing and does not mention exposure to bisphenol A (or its analogues) nor report any obesity-related outcomes.
305,NO — This is an in vitro study of enamel wear by dental composite resins and does not mention bisphenol A (or listed analogues) nor report any obesity-related outcomes.
306,NO — Human clinical pharmacokinetic study of BPA exposure that does not report any obesity-related outcomes or measures.
307,"NO — Study examines estrogenic/vitellogenin responses to BPA in rainbow trout and measures internal BPA concentrations, but does not report any outcomes related to obesity."
308,"YES — the record is a general review of endocrine disruptors and food contaminants that could cover bisphenol A or its analogues and obesity-related effects, but the provided text does not explicitly mention BPA/analogs or any obesity outcomes, so relevance is unclear."
309,"NO — This is a materials study of bis-GMA/TEGDMA dental resin curing protocols and mechanical properties, not an exposure study of BPA (or listed BPA synonyms/analogues) reporting any obesity-related outcomes."
310,NO — This dental materials study on bond strength of flowable resin composites to bovine enamel does not mention bisphenol A or its analogues nor any obesity-related outcomes.
311,NO — This in vitro study assesses cytotoxicity and DNA damage of BPA and its analogues in MCF-7 cells and does not report any obesity-related outcomes.
312,NO — This is an in vitro structural/mutagenesis study of BPA binding to ERRγ (X‑ray/crystallography) and does not report any outcomes related to obesity.
313,NO — Clinical evaluation of a dental bonding agent restoring cervical lesions; does not mention bisphenol A or its analogues nor report any obesity-related outcomes.
314,"NO — This is an analytical chemistry paper on water contaminant detection (BPA was reported as not detectable) and does not examine BPA/analogue exposure effects or any obesity-related outcomes in human, animal, or in vitro studies."
315,NO — Studies BPA exposure in ERα+ breast cancer cell proliferation and apoptosis (in vitro) with no outcomes related to obesity.
316,"NO — The paper reports environmental monitoring of BPA in mussels but does not include any human, animal, or in vitro outcomes related to obesity."
317,NO — Study examines BPA sensitivity in a Caenorhabditis elegans collagen mutant but does not report any outcomes related to obesity or adiposity.
318,"YES — The title indicates the record addresses bisphenol A effects but does not specify whether obesity-related outcomes or the study design (human/animal/in vitro) are reported, so relevance is unclear and merits further review."
319,NO — This in vitro dental materials study examines microleakage of ceramic inlays and resin cements and does not report exposure to BPA or its specified analogues nor any obesity-related outcomes.
320,"NO — The study includes BPA exposure in mussels but reports lysosomal, enzymatic, and gene-expression effects in the digestive gland and does not report any obesity-related outcomes."
321,"NO — This in vitro study examines dental adhesive monomers (Bis-GMA, HEMA) and resin–dentin bond biodegradation/durability, does not report exposure to bisphenol A or the listed BPA synonyms/analogues nor any obesity-related outcomes."
322,NO — This in vitro dental materials study assesses pullout strength of fiber-reinforced posts in bovine teeth and does not mention bisphenol A (or the listed analogues) nor report any obesity-related outcomes.
323,NO — This in vitro dental study assesses effects of storage/sterilization media on bovine dentin bond strength and does not involve bisphenol A (or its listed analogues) nor report any obesity-related outcomes.
324,NO — This clinical dental study assesses nanoparticle-filled composite restorations and does not investigate bisphenol A (or listed analogues) exposure nor report any obesity-related outcomes.
325,"NO — This is an analytical/chemical materials study developing polymer adsorption media for chlorinated BPA homologues, with no human/animal/in vitro exposure research or any obesity-related outcomes reported."
326,"NO — animal study of bisphenol A exposure reporting uterine/estrogen-responsive gene expression (TIMP3) in ovariectomized rats, not reporting any obesity-related outcomes."
327,"NO — This is an in vitro dental materials study of resin-to-CoCr bond strength (mentions a BisGMA composite) reporting mechanical durability outcomes, not BPA exposure assessment nor any obesity-related measures."
328,NO — This in vitro dental materials study assesses shear bond strength of brackets to amalgam after surface treatments and does not involve bisphenol A/its analogues or any obesity-related outcomes.
329,NO — This is a dental materials study comparing shear bond strength of orthodontic brackets cured with LED vs halogen units and does not investigate bisphenol A (or the listed analogues) exposure nor any obesity-related outcome.
330,NO — This in vitro dental materials study examines enamel etching by self-etching primers and does not involve bisphenol A (or its analogues) nor report any obesity-related outcomes.
331,NO — This in vitro dental materials study investigates exposed collagen at the dentin-adhesive interface and does not involve bisphenol A or its specified analogues nor report any obesity-related outcomes.
332,"NO — in vitro study of UV-irradiated chlorinated BPA inducing apoptosis in Jurkat cells (cell death/caspase activation), with no outcomes related to obesity."
333,NO — This paper evaluates methods for assessing dental sealants on extracted teeth and does not involve bisphenol A (or listed analogues) exposure or report any obesity-related outcomes.
334,NO — This in vitro HepG2 study examines mutagenicity/genotoxicity of BPA and analogues (DNA damage) and does not report any obesity-related outcomes.
335,NO — This is an in vitro study of polymerization (degree of conversion and working time) of dental resin cements at different temperatures and does not examine exposure to BPA or the listed analogues nor report any obesity-related outcomes.
336,"NO — Although this animal study examines gestational BPA exposure in mice, its outcomes are behavioral (social behavior and anxiety) rather than any measure related to obesity."
337,"NO — This study investigates the effect of a 16% carbamide peroxide bleaching agent on resin composite shear bond strength to enamel and dentin, not exposure to BPA or listed analogues, and reports dental bonding outcomes rather than any obesity-related measures."
338,"NO — This mouse study examines reproductive and endocrine effects of fetal BPA exposure (vaginal weight, endometrial morphology, receptor expression, estrous cyclicity) and does not report any obesity- or adiposity-related outcomes."
339,NO — This study examines enamel bond strength of BIS-GMA-based dental adhesives (a materials/dental in vitro study) and does not address exposure to BPA or listed analogues in relation to obesity outcomes.
340,"NO — the study examines urinary metabolism/excretion of dental monomers (BisGMA, TEGDMA) in guinea pigs and, while BisGMA is BPA-derived, it does not report any obesity-related outcomes."
341,"NO — The study examines material properties of bone cements using Bis-GMA (a BPA-derived monomer) and reports mechanical/physical outcomes, not BPA exposure effects or any obesity-related outcomes."
342,NO — This study examines shear bond strength of orthodontic adhesives on extracted teeth and does not mention BPA or the specified bisphenol analogues nor report any obesity-related outcomes.
343,"NO — This is a clinical trial of dental sealant adhesive retention (Adper Single Bond, Clearfil SE Bond) and does not mention exposure to BPA or the listed bisphenol analogues nor report any obesity-related outcomes."
344,NO — The record reports human biomonitoring of bisphenol A exposure but does not include any outcome measures related to obesity.
345,"NO — Animal study of gestational/lactational BPA exposure measuring corticotropin-releasing hormone neuron counts in brain regions, with no outcomes related to obesity reported."
346,"NO — Materials-science study of silanized silica nanoparticles in dental composites reporting mechanical properties, with no mention of bisphenol A or the specified analogues and no obesity-related outcomes."
347,"NO — Animal study of prenatal/perinatal BPA exposure reporting neurobehavioral and maternal behavior outcomes, not any obesity- or adiposity-related measures."
348,NO — This is an analytical chemistry methods paper optimizing chromatography for detecting compounds (including bisphenol A) in environmental samples and does not report any human/animal/in vitro exposure study or any outcome measures related to obesity.
349,NO — The study examines surface hardness of BPA-containing dental sealants (a material property) and does not report any obesity-related outcomes.
350,NO — the study examines fluoride vs non-fluoride dental sealants and enamel hardness/caries outcomes and does not investigate BPA or any listed bisphenol analogues or obesity-related measures.
351,"NO — The study examines diacetyl in dental resin formulations and effects on remaining double bonds/mechanical properties, not exposure to BPA or the specified bisphenol analogues and it reports no obesity-related outcomes."
352,"YES — Animal study of Bisphenol-A exposure reporting significantly increased body weights in exposed groups (F2 mice), meeting exposure (BPA), outcome (body weight/obesity-related), and study-design criteria."
353,"NO — This in vitro study examines effects of the resin monomer BisGMA on glutathione and apoptosis in gingival fibroblasts, not exposure to BPA or the specified BPA analogues nor any obesity-related outcomes."
354,"NO — This is an environmental/abiotic chemistry study of BPA transformation by goethite in soils and sediments and does not report any human, animal, or in vitro outcomes related to obesity."
355,"NO — Animal study of neonatal BPA exposure examining sperm/embryo DNA methylation and fertility/postimplantation loss, with no outcomes related to obesity reported."
356,NO — This is a dental materials study on enamel etching and bond strength with no mention of bisphenol A (or specified analogues) and no obesity-related outcomes.
357,"NO — This is an analytical-methods paper describing detection of BPA in environmental samples and does not report any human, animal, or in vitro outcomes related to obesity."
358,NO — Methods paper describing an HPLC-ED assay for measuring bisphenol A in water and human serum; it does not report any obesity-related outcomes or biological effects.
359,NO — the record discusses bisphenol-A effects on hypothalamic kisspeptin and reproductive development in animal models but does not report any obesity-related outcomes.
360,NO — This is an engineering finite-element study of orthodontic bracket mechanics with no mention of bisphenol A (or listed analogues) exposure or any obesity-related outcomes.
361,"NO — The study tests bisphenol A in vitro for estrogenic activity (CXCL12 secretion and cell proliferation) in breast cancer cell lines, but does not report any obesity-related outcomes."
362,NO — This dental study examines cavity disinfectants and dentin bonding microleakage in children and does not involve exposure to BPA or the listed analogues nor report any obesity-related outcomes.
363,"NO — The study examines psychological reactions to messages about BPA exposure (perceptions, emotions, and behavioral intentions) and does not report any obesity-related outcomes or biological measures."
364,"NO — Animal study of perinatal BPA exposure reporting effects on learning/memory and hippocampal receptors, with no obesity- or adiposity-related outcomes reported."
365,"NO — This is an analytical-methods paper measuring BPA and other bisphenols in canned foods and does not report any human, animal, or in vitro outcomes related to obesity."
366,"NO — The study examines fluoride release from bis-GMA/TEGDMA dental resins and enamel demineralization in vitro, not exposure to BPA or the listed analogues (nor any obesity-related outcomes)."
367,"NO — although the in vitro study tests bisphenol A's effects on ERK-1/2 signaling in pituitary cells, it examines reproductive/membrane signaling endpoints and does not report any obesity-related outcomes."
368,"YES — The brief title is ambiguous but may refer to dental resin fissure sealants (which can contain BPA/analogues), and no details are provided about exposure, outcomes, or study design."
369,"NO — Methods paper on synthesizing and characterizing BPA-selective silica nanoparticles for sample extraction/detection in cosmetics, with no human/animal/in vitro exposure data or any outcomes related to obesity."
370,NO — This is an in vitro orthodontic bond-strength study of retainer systems and does not involve bisphenol A (or listed analogues) nor report any obesity-related outcomes.
371,"NO — the study uses bisphenol A diglycidyl ether (BADGE), not BPA or the listed analogues, and it examines thyroid oxidative stress/inflammation in rats without reporting any obesity-related outcomes."
372,NO — this study examines MEHP (a phthalate metabolite)–induced apoptosis in U937 cells and does not investigate exposure to BPA or the listed bisphenol analogues nor report any obesity-related outcomes (BADGE is only used as an experimental reagent).
373,NO — This is an in vitro study of polymerization of a dental bonding system using ESR and does not involve bisphenol A (or its analogues) nor report any obesity-related outcomes.
374,NO — This study evaluates mechanical properties of urethane and bis-acryl dental resins and does not report exposure to BPA or the specified bisphenol analogues nor any obesity-related outcomes.
375,NO — the study measures BPA concentrations in landfill leachate and leachate-treatment behavior but does not report any obesity-related outcomes or experimental/epidemiologic assessments of obesity.
376,"YES — Animal study of bisphenol A in mice that reports body-weight outcomes (suppression of body-weight gain and altered food consumption), which are obesity-related measures."
377,NO — Study examines estrogenic toxicity of a BPA metabolite (MBP) in medaka fish (early-life and vitellogenin induction) but does not report any obesity-related outcome.
378,NO — This in vitro SEM study examines dental adhesive systems and dentine surfaces and does not mention bisphenol A (or specified analogues) nor report any obesity-related outcomes.
379,NO — This is an in-vitro dental materials study on cusp reinforcement and does not involve bisphenol A or its analogues nor report any obesity-related outcomes.
380,"NO — This is a mechanistic review of BPA’s estrogenic activity and does not report any obesity-related outcome measures from human, animal, or in vitro studies."
381,NO — This is an in vitro dental materials study of resin bond strength to oil-contaminated enamel and does not investigate bisphenol A (or listed analogues) exposure or any obesity-related outcomes.
382,NO — The paper examines BPA's androgen-receptor antagonism (metabolomics in fathead minnows and in vitro AR assay) and does not report any outcomes related to obesity.
383,NO — This study measured bisphenol-A-diglycidyl-ether (BADGE) levels in canned fish (not BPA or the specified BPA analogues) and does not report any obesity-related outcomes or human/animal/in vitro exposure research.
384,"NO — the paper examines urinary BPA in NHANES and associations with diabetes and cardiovascular outcomes, but does not report obesity-related outcomes (BMI/waist circumference appear only as covariates, not as study outcomes)."
385,NO — This is a dental materials study of pulpal response to a composite resin with NPG primer and PMDM monomer and does not involve bisphenol A (or the specified analogues) nor report any obesity-related outcomes.
386,NO — This in vitro dental materials study examines sodium hypochlorite effects on microleakage in bovine teeth and does not involve exposure to bisphenol A or its listed analogues nor report any obesity-related outcomes.
387,NO — This study investigates polymerization of dual-cure dental resin cements and fiber posts with no mention of bisphenol A or the specified analogues nor any obesity-related outcomes.
388,"YES — Title alone (""Is it my grandparents' fault?"") provides no information about exposure to BPA/analogues or obesity-related outcomes, so relevance is unclear and the full record should be screened further."
389,NO — This dental materials study evaluates polishing effects on surface roughness and gloss of an S-PRG flowable resin and does not involve bisphenol A (or specified analogues) exposure nor report any obesity-related outcomes.
390,NO — This dental materials study evaluates depth of cure of radiation-activated composite restoratives (shade/opacity effects) and does not investigate bisphenol A or its analogues or any obesity-related outcomes.
391,YES — Animal (mouse) study of prenatal bisphenol A (BPA) exposure reporting increased adiposity and impaired glucose homeostasis (obesity-related metabolic outcomes) in adult offspring.
392,NO — This in vitro dental materials study examines chlorhexidine's effect on the hybrid layer in primary teeth and does not involve bisphenol A (or listed analogues) nor report any obesity-related outcomes.
393,NO — this is a dental materials study on color reactions of BIS‑GMA resins (not the specified BPA analogues) and does not report any obesity-related outcomes.
394,"NO — Methods paper describing a sensitive analytical assay for detecting BPA in environmental samples, with no human/animal/in vitro exposure study or any outcomes related to obesity."
395,NO — This in vitro dental materials study examines wear of resin composites with glass inserts and does not involve bisphenol A (or listed analogues) exposure nor report any obesity-related outcomes.
396,NO — This dental materials study on debonding ceramic orthodontic brackets (using bovine teeth) does not mention bisphenol A or its analogues nor any obesity-related outcomes.
397,NO — This in vitro dental materials study assesses sealant microleakage in premolars and does not involve exposure to bisphenol A or its analogues nor report any obesity-related outcomes.
398,NO — This is a dental materials study of 2% chlorhexidine effects on composite–dentin bond strength and does not involve bisphenol A (or listed analogues) or any obesity-related outcomes.
399,NO — This study measures dermal absorption and skin permeability of BPA in rats and humans and does not report any outcomes related to obesity.
400,"NO — Although the scaffold polymer is an ethoxylated bisphenol A dimethacrylate (a BPA derivative) and the work is in vitro, the study concerns scaffold fabrication and osteoblast imaging/mechanical properties and does not report any outcomes related to obesity."
401,"NO — this is a dental materials/mechanical study of bisphenol glycidyl methacrylate (Bis-GMA) resin bond strength to a Pd–Cu alloy, not an exposure study of BPA or the listed analogues and it reports no obesity-related outcomes."
402,"NO — The study measures dental adhesive monomers (Bis-GMA and HEMA) using Raman spectroscopy and does not investigate BPA (2,2-Bis(4-hydroxyphenyl)propane) or the specified BPA analogues nor report any outcomes related to obesity."
403,"NO — although it studies BPA (2,2-bis(4‑hydroxyphenyl)propane) metabolism and estrogenic/cytotoxic effects in rat hepatocytes and MCF‑7 cells, it does not report any obesity-related outcomes."
404,"NO — This is a materials study of thiol-ene dental restorative resins (comparing to Bis-GMA/TEGDMA) reporting polymerization and mechanical outcomes, and it does not report exposure to BPA or the specified BPA synonyms/analogues nor any obesity-related outcomes."
405,NO — This is a human biomonitoring study measuring urinary BPA concentrations and estimated daily intake in Asian populations but does not report any obesity-related outcomes.
406,"NO — Although the study includes bisphenol A exposure in fish, it reports estrogen-responsive plasma biomarkers (estrogenicity) and not any obesity-related outcome measures."
407,"NO — This is an in vitro materials aging study of dental resins (bis-GMA, UDMA, D(3)MA) assessing mechanical properties in solvents and does not report exposure to BPA or the listed analogues nor any obesity-related outcomes."
408,"NO — The paper uses a bisphenol-derived hybrid (cyclohexyl bisphenol A–curcumin) in in vitro neurotoxicity/neuroprotection assays but reports stroke-related and cell‑viability endpoints, not any obesity-related outcomes."
409,"YES — In vitro study exposing mouse 3T3-F442A adipocytes to bisphenol A (BPA) that measured glucose uptake and GLUT4 changes, outcomes relevant to obesity/metabolic dysfunction."
410,"NO — This is a dental microleakage study of bonding techniques/materials (acetone-based adhesive, Scotchbond, etchants) and does not report exposure to BPA or the specified analogues nor any obesity-related outcomes."
411,"NO — Although the study measures serum BPA in humans, it addresses recurrent spontaneous abortion rather than any obesity-related outcome, so it does not meet the inclusion criteria."
412,"NO — Methods paper on detecting bisphenol A-type epoxy oligomers and sensitization, with no reported outcomes or measures related to obesity."
413,NO — This study examines orthodontic bracket base design and bond strength (SEM and shear tests on premolars) and does not involve exposure to bisphenol A or its analogues nor report any obesity-related outcomes.
414,NO — The study investigates fluoride release from dental sealants and does not mention bisphenol A or any listed bisphenol analogues nor any obesity-related outcomes.
415,NO — This is a dental restorative/procedure paper on Class III cavities and direct-bonding resin systems and does not report on bisphenol A (or listed analogues) exposure or any obesity-related outcomes.
416,NO — this is an in vitro dental materials study of luting agent bond strength on extracted molars and does not investigate bisphenol A/analogues or any obesity-related outcomes.
417,NO — The paper examines BPA effects on Th2 cytokine production in vitro and in mice (immunological/allergic outcomes) and does not report any obesity- or metabolic-related outcome measures.
418,NO — This study examines dentine bonding agents and tooth erosion/abrasion on extracted teeth and does not involve bisphenol A (or specified analogues) exposures nor report obesity-related outcomes.
419,NO — This in vitro study examines CO2 laser and fluoride-releasing bonding materials for enamel demineralization around orthodontic brackets in bovine samples and does not involve bisphenol A (or listed analogues) nor any obesity-related outcomes.
420,NO — This study evaluates tensile bond strength of dental adhesives and composites in bovine teeth and does not mention exposure to bisphenol A (or listed analogues) nor any obesity-related outcomes.
421,NO — The study investigates irradiation time effects on resin composite–dentin bond strength and does not mention exposure to bisphenol A or any listed BPA analogues or report obesity-related outcomes.
422,"NO — This in vitro study tests TEGDMA-, UDMA- and BisGMA-containing dental resins for mucotoxicity and does not report exposure to BPA or the specified BPA analogues nor any obesity-related outcomes."
423,"NO — This study examines degradation/stability of methacrylate (BisGMA) dental monomers in saliva and reports chemical degradation outcomes, not exposure to BPA (as defined) in relation to any obesity-related outcome."
424,"NO — This in vitro study examines Streptococcus mutans adhesion to dental fissure sealants and surface aging, with no mention of BPA/its specified analogues or any obesity-related outcomes."
425,NO — This in vitro dental materials study assesses resin–ceramic bond durability of specific adhesives and does not mention exposure to BPA or the listed bisphenol analogues nor report any obesity-related outcomes.
426,NO — This is an in vitro materials study of resin composite luting cements that does not examine bisphenol A or the listed bisphenol analogues nor report any obesity-related outcomes.
427,"NO — Materials-science study using a bisphenol-A-containing monomer in polymer functionalization to improve composite mechanical properties, not a study of BPA/BPA-analogue exposure and it reports no obesity-related outcomes."
428,"NO — This is a dental materials study on surface treatments and bond strength (hydrofluoric/orthophosphoric acid, microetching) with no exposure to bisphenol A or specified analogues and no obesity-related outcomes."
429,NO — The study examines BPA effects on dendritic cell-mediated Th2 immune responses in vitro and does not report any obesity-related outcomes.
430,NO — This systematic review reports Bisphenol-A leaching from orthodontic materials (in vivo and in vitro) but does not report any obesity-related outcome measures.
431,"NO — Although the record models environmental concentrations of Bisphenol A, it is a marine hydrodynamic/ecotoxicological simulation (not human, animal, or in vitro research) and reports no outcomes related to obesity."
432,NO — This is a dental materials study on post-irradiation hardness of resin composites and does not investigate bisphenol A (or listed analogues) nor any obesity-related outcomes.
433,"NO — This dental materials study examines dentin etching, adhesive bond strength, and silver nanoleakage and does not involve bisphenol A (or listed analogues) nor report any obesity-related outcomes."
434,NO — This in vitro dental materials study examines bond strengths of denture base resins to a nickel‑chromium‑beryllium alloy and does not involve exposure to bisphenol A or its analogues nor report any obesity‑related outcomes.
435,NO — This is an in vitro dental materials study measuring polymerization contraction of a BisGMA/TEGDMA composite and does not investigate exposure to BPA (or listed analogues) in relation to any obesity-related outcome.
436,NO — Animal study of gestational Bisphenol-A effects on uterine implantation and estrogen/progesterone receptor expression; it does not report any obesity-related outcomes.
437,NO — Study examines environmental biodegradation of BPA in river sediment and does not report any obesity-related outcomes or use human/animal/in vitro models relevant to obesity.
438,"NO — Although the study involves BPA exposure in rats, it measures progesterone receptor mRNA in brain cortex and does not report any obesity-related outcomes."
439,NO — The title indicates a materials test of orthodontic bonding agents' shear strength with no mention of bisphenol A/analogues or any obesity-related outcomes.
440,NO — The paper is an environmental monitoring study that quantifies BPA and brominated bisphenol compounds in sewage sludge but does not include human/animal/in vitro experiments or report any obesity-related outcomes.
441,NO — This in vitro dental materials study evaluates fracture resistance of dowel methods in endodontically treated teeth and does not investigate bisphenol A (or listed analogues) exposure or any obesity-related outcomes.
442,"NO — Although bisphenol A was tested, the study reports repellent activity on fungal zoospores (an estrogenic/mycological assay) and does not report any obesity-related outcomes in human, animal, or in vitro metabolic/adipogenic contexts."
443,NO — the study tests bisphenol A in an in vitro assay of estrogen receptor activation in embryonic Leydig cells but does not report any outcomes related to obesity.
444,NO — This in vitro dental adhesion study does not investigate BPA or the specified bisphenol analogues and reports bond-strength outcomes rather than any obesity-related measures.
445,"NO — The study involves BPA exposure in an animal model but reports GSTM expression and reproductive/oxidative stress outcomes, not any measures related to obesity."
446,"NO — This is an in vitro dental bonding study on human molars evaluating adhesive systems and bond strength, with no mention of bisphenol A (or listed analogues) exposure nor any obesity-related outcomes."
447,"NO — Although bisphenol A is listed among the contaminants studied, this paper investigates ozonation/oxidation and microbial inactivation in wastewater (environmental engineering outcomes), not any obesity-related outcomes or human/animal/in vitro studies of BPA effects."
448,NO — This animal study examines lactational BPA exposure effects on uterine weight and estrogen receptor expression (uterotrophic/endocrine outcomes) without reporting any obesity-related outcomes.
449,NO — The article concerns fluoride-releasing resin for dental hypersensitivity and does not involve exposure to BPA or its analogues nor report any obesity-related outcomes.
450,NO — This study examines vascular responses to dentin bonding agents in rat carotid arteries and does not involve exposure to bisphenol A (or listed analogues) nor report any obesity-related outcomes.
451,NO — This is an analytical methods/environmental monitoring study detecting BPA in seawater and does not report any obesity-related outcomes or human/animal/in vitro exposure experiments.
452,NO — The record describes dental restorative/inlay material wear and luting agents with no mention of bisphenol A (or listed analogues) and reports no obesity-related outcomes.
453,YES — Animal study of BPA exposure that reports metabolic outcomes relevant to obesity (significant increases in plasma glucose and insulin and alterations in insulin signaling proteins IRS-2 and GLUT‑8).
454,"NO — Although the study tests BPA exposure in vitro, it examines estrogen receptor activation in yeast and does not report any outcomes related to obesity."
455,NO — The study examines sealing ability of dental repair materials in extracted teeth using bacterial leakage and does not involve exposure to bisphenol A (or the listed analogues) nor report any obesity-related outcomes.
456,NO — This is a dental materials lab study on cement–core bond strength with no mention of bisphenol A (or listed analogues) and no obesity-related outcomes.
457,NO — The study quantifies release of bisphenol A from dental materials but does not report any obesity-related outcomes (it is a materials/in vitro release study).
458,"YES — Title references BPA exposure but it's unclear from the citation whether this is original research or reports any obesity-related outcomes, so full-text review is needed."
459,NO — This in vitro dental materials study assesses fracture resistance of restored premolars and does not involve exposure to BPA or its listed analogues nor report any obesity-related outcomes.
