index,raw_response
1039,"NO — Methodological paper on NMR measurement using deuterium/fluorine tracers (e.g., freon) for blood flow quantification, not an animal study of fluoride exposure reporting neurotoxicity outcomes."
1040,"NO — This is an animal (rat) renal lysosome/proteinase study of albumin degradation, not involving fluoride exposure or any neurotoxicity outcomes."
1041,NO — Animal study of cannabinoid (ACEA) and PMSF effects on valproate in mice; no exposure to fluoride or fluoride analogues reported.
1042,"NO — Although the study mentions fluoride and uses canine renal cortical membranes (an animal tissue), its outcome is renal cAMP production and not any neurotoxicity-related measure."
1043,"YES — Animal study in rats reporting neurochemical outcomes (catecholamine metabolism) after exposure to azabutyrone and analogs, including compounds with a para-fluorine substitution (unclear whether fluorinated drug analogues meet the ""fluoride and its analogues"" exposure definition)."
1044,"NO — Animal study of sodium fluoride in rats reporting bone calcification and calcium balance outcomes, with no measures or outcomes related to neurotoxicity."
1045,"YES — Animal (rat) study administering fluoride (NaF) in drinking water that reports neurotoxicity outcomes (learning–memory performance and brain biochemical markers such as ChE, protein content, and antioxidant capacity)."
1046,"NO — Animal neurotoxicity study of neonatal capsaicin exposure (not fluoride or an analogue), so it does not meet the exposure criterion."
1047,"NO — Materials science study of PET/PBT polymer blends (thermal/mechanical properties), with no fluoride exposure, no neurotoxicity outcomes, and not an animal study."
1048,"NO — Animal study of sciatic nerve section effects on acid phosphatase isoenzyme activity in rat spinal cord, not an exposure to fluoride or its analogues."
1049,"NO — This is an environmental/analytical study of fluorine and chlorine in coal and emissions from power plants, not an animal study and it does not report any neurotoxicity outcomes."
1050,"NO — this is an engineering/ophthalmology report describing a PMMA/PVDF intraocular lens and its placement in an excised animal eye, not a study of fluoride (or analogue) exposure or any neurotoxicity outcomes in animals."
1051,NO — This study characterizes sex steroid binding protein in Bufo arenarum and does not involve exposure to fluoride (or analogues) nor report any neurotoxicity outcomes.
1052,"YES — Animal study (pregnant Wistar rats exposed to 100–200 ppm fluoride) reporting offspring CNS outcomes (biometal disturbances, decreased antioxidant enzymes, increased lipid peroxidation) indicative of fluoride neurotoxicity."
1053,NO — the paper reports pharmacological and pharmacokinetic evaluation of a fluorinated CDA inhibitor in rhesus monkeys but does not assess or report any neurotoxicity outcomes.
1054,"YES — Mouse (animal) study administering sodium fluoride intraventricularly and measuring brain glycolysis (a neurobiological outcome), so it examines fluoride's effect on the brain."
1055,"NO — This is a biochemical purification/characterization of a camel liver enzyme where fluoride is only tested for enzyme inhibition, not an animal exposure study assessing neurotoxicity and no neurotoxic outcomes are reported."
1056,"NO — this is an in vitro/biochemical study of Pefabloc (a sulfonyl fluoride reagent) inhibiting acetylhydrolase (with some enzyme assays including rat brain cytosol), not an animal exposure study reporting neurotoxicity outcomes."
1057,"NO — This is a polymer chemistry study on radical terpolymerization and properties of fluorinated monomers/polymers, not an animal study and it does not report any neurotoxicity outcomes."
1058,"YES — Animal study (chick brain) examining effects of sodium fluoride on adenylate cyclase activation, a neural biochemical outcome relevant to neurotoxicity."
1059,"NO — Animal study of sodium fluoride effects on renal (kidney) cyclic AMP systems, not reporting any neurotoxicity-related outcomes."
1060,"NO — this paper examines fluoride-induced signaling (diacylglycerol/phospholipase D) in neutrophils (cellular immune response), not an animal study nor reporting any neurotoxicity outcomes."
1061,YES — The study used cultured rat dorsal root and myenteric neurons and reports that inclusion of fluoride in the pipette solution alters NaV1.9 channel gating and enhances neuronal excitability (a neurophysiological outcome).
1062,"YES — Animal study exposing rats and mice to phenylmethylsulfonyl fluoride (a sulfonyl fluoride compound) that reports neurological/behavioral outcomes (analgesia, naloxone-reversible effects, autonomic and behavioral responses and LD50)."
1063,"YES — Primary neonatal rat pinealocytes were exposed to fluorinated norepinephrine analogs (2F-NE, 5F-NE, 6F-NE) with outcomes measuring β-adrenergic receptor binding and intracellular cAMP (neurobiological endpoints) in an animal-derived study."
1064,"NO — This is an in vitro biochemical study of myo-inositol monophosphatase from bovine brain examining fluoride inhibition and enzyme kinetics, not an in vivo animal study and it does not report any neurotoxicity outcomes."
1065,NO — This is an in vitro enzymology study using fluorinated substrate analogs with rat liver 3-hydroxyacyl-CoA dehydrogenase and does not assess fluoride exposure or any neurotoxicity outcomes in animals.
1066,"NO — This is a biochemical study purifying a trypsin-like enzyme from horn fly abdomen and does not involve fluoride exposure, neurotoxicity outcomes, or an animal exposure study."
1067,"YES — The study exposes isolated outer rod segments (animal retinal tissue) to NaF (a fluoride) and measures cyclic nucleotide phosphodiesterase activity in neural tissue, so it is potentially relevant though it reports biochemical activation rather than explicit neurotoxicity endpoints."
1068,YES — Animal study in rats exposing them to fluorinated alkanols (fluorinated analogues) and measuring minimum alveolar concentration/narcosis (a neurophysiological/anesthetic outcome).
1069,"NO — This is a biomaterials/methods paper about PVDF membrane functionalization and in vitro neuron culture, not an animal study nor an exposure study of fluoride or related compounds assessing neurotoxicity."
1070,YES — Retinal cultures derived from animals were exposed to sodium fluoride (and other metabolic inhibitors) and the paper reports effects on rod cell degeneration (neurotoxicity) in these animal-derived tissues.
1071,YES — Animal study of rats exposed chronically to fluoride in drinking water reporting neuronal outcomes (altered mitochondrial distribution and increased Fis1 expression) indicative of neurotoxic effects.
1072,"YES — Mouse in vivo study of organophosphorus/organosulfur ligands including alkylfluorophosphonates and sulfonyl fluorides reporting neurotoxicity outcomes (delayed mortality, behavioral deficits, and inhibition of neuropathy target esterase)."
1073,"NO — Animal study of fluoride exposure in sheep reporting systemic, biochemical, and gross/histological outcomes but no neurological or neurotoxicity-specific measures or outcomes."
1074,NO — This is a biochemical study of an acyltransferase in rat brain microsomes and does not involve exposure to fluoride or its analogues nor report neurotoxicity outcomes.
1075,NO — this study examines anandamide effects on alpha7 nicotinic receptors in Xenopus oocytes and does not involve exposure to fluoride or its analogues nor report animal neurotoxicity outcomes.
1076,"YES — Reports in vitro and in vivo rodent exposure to fluoride (neuronal cultures and intraperitoneal fluoride in newborn Wistar rats) with dose-dependent increases in neuronal intracellular Ca2+, a neurotoxicity-related outcome."
1077,NO — This is a materials/electron-microscopy study of radiation damage to fluorinated organic compounds and does not involve animals or report any neurotoxicity outcomes.
1078,"YES — Animal study in chick embryos exposing tissue to sodium fluoride and measuring development of cell potentials in the cerebral hemispheres, a neurophysiological outcome relevant to neurotoxicity."
1079,"NO — This is an animal study of noggin and RANK:Fc interventions in osteolytic prostate cancer lesions (using 18F PET imaging), not an exposure to fluoride/analogues and it does not report any neurotoxicity outcomes."
1080,NO — This is an in vitro study of aluminum species in murine neuroblastoma cells (not an animal study) and does not involve fluoride or its analogues.
1081,"YES — Mentions fluorides in animals (dog, rat, rabbit) and lists deafness (a neuro-related outcome), so it may report animal neurotoxicity outcomes though the record is unclear."
1082,NO — Animal study includes sodium fluoride exposure but reports kidney/nephrotoxicity outcomes (nephropathy) rather than any neurotoxicity measures.
1083,"NO — this is an animal study of fluoride exposure but reports only systemic biochemical parameters (plasma glucose, electrolytes, renal/liver markers) and does not include any neurotoxicity-related outcome measures."
1084,"NO — This is an animal study of PHLPP1 inhibition and PHLPP inhibitors in neurons/astrocytes and TBI in mice, not an exposure to fluoride or its analogues, so it does not meet the inclusion exposure criterion."
1085,"YES — Animal study of fluoride exposure in sheep following the 1970 Hekla eruption, so relevant to fluoride exposure though the title does not indicate whether neurotoxicity outcomes were assessed."
1086,"YES — This is an animal (guinea-pig) study of methanesulphonyl fluoride (MSF, a sulfonyl-fluoride compound) reporting effects on acetylcholine release and neurophysiological responses, outcomes relevant to neurotoxicity."
1087,"YES — Rat study reporting striatal adenylate cyclase activity with sodium fluoride used to activate the enzyme (a fluoride compound) and neurochemical outcomes measured, although fluoride was used as an assay activator rather than as a primary neurotoxicity exposure."
1088,"YES — Prenatal exposure to methanesulfonyl fluoride (a sulfonyl fluoride containing fluorine) was tested in rats and produced neurotoxic outcomes (irreversible cognitive impairment, reduced motor/exploration in adults) and altered brain gene expression."
1089,NO — this study examines PPARγ-driven activation of an IDE-like metalloprotease for amyloid-β clearance (in cell cultures and IDE-deficient mice) and does not involve exposure to fluoride or its analogues nor report fluoride-related neurotoxicity.
1090,NO — This animal/human study examines enflurane elimination and fluorinated metabolites (including fluoride) by 19F NMR but reports pharmacokinetics/metabolism rather than any neurotoxicity outcome measures in animals.
1091,"NO — This is an in vitro biochemical study characterizing aluminofluoride/beryllium-fluoride activation of a G-protein (transducin), not an animal study and it does not report neurotoxicity outcomes."
1092,"YES — Animal (rat) experimental study of NaF and brick-tea fluoride exposure that measures fluoride distribution including brain fluoride concentrations, which is relevant to neurotoxicity outcomes."
1093,"NO — This is an animal study of fluorinated TRH analogs’ binding to TRH receptors in rat brain (a pharmacology/receptor-binding outcome), not an exposure study of fluoride/fluoride analogues reporting neurotoxicity outcomes."
1094,NO — This is a PET imaging methods/Monte Carlo and phantom study (using F-18 as an imaging isotope) and not an in vivo animal study of fluoride exposure or any neurotoxicity outcomes.
1095,NO — the paper reports NaF inhibition in an in vitro hamster brain cell‑free translation system (not an in vivo animal study) and does not measure neurotoxicity outcomes.
1096,"NO — This is a review article on fluoroacetate toxicology and therapy, not an original animal study reporting neurotoxicity outcome measures."
1097,"YES — Rat carotid body (animal) tissue was exposed to 4-(2-aminoethyl)-benzenesulfonyl fluoride (a sulfonyl fluoride compound) and neural activity (chemoreceptor discharges) was measured, indicating a neurophysiological effect."
1098,NO — The record discusses fluoride as a pharmacologic agent in animal models of cortical porosity but reports bone outcomes (cortical porosity) rather than any neurotoxicity-related measures.
1099,"NO — This is a materials science study of fluorinated electro-optic copolymers (optical/property characterization), not an animal study and it does not report any neurotoxicity outcomes."
1100,"NO — the study evaluates effects of ArF excimer laser irradiation on rabbit lens proteins/cataract risk, not exposure to fluoride compounds (or neurotoxicity outcomes)."
1101,"YES — Animal study of chronic fluoride exposure in rats reporting neurobehavioral and learning/memory outcomes in offspring (Morris water maze and reflex measures), with assessment of Vitamin E antagonism."
1102,"YES — Animal (mouse) study of a C10-fluorinated mitragynine derivative (contains a fluorine substituent) with neurobehavioral outcomes reported (antinociception, hyperlocomotion, rewarding effects)."
1103,"NO — Although this is an animal study with fluoride exposure (rabbits), the outcomes measured are antioxidant defenses and lipid peroxidation related to skeletal fluorosis, not any neurotoxicity-related outcomes."
1104,"NO — This is an in vitro microsomal metabolism study of AEME (rat organ microsomes) that only uses sodium fluoride as an enzymatic inhibitor, does not examine fluoride/analogue exposure as the exposure of interest, and reports metabolic outcomes rather than any neurotoxicity measures in an animal study."
1105,NO — This is a general review on esterases and organophosphate inhibition and does not report animal studies of fluoride (or analogue) exposure or neurotoxicity outcomes.
1106,"NO — This paper describes tactile sensors for robotic fingertips and does not involve fluoride exposure, neurotoxicity outcomes, or animal experiments."
1107,"YES — The study exposes rat pinealocytes to fluorinated norepinephrine analogues (fluoronorepinephrines) and measures phosphatidylinositol turnover in a rat-derived system, meeting the exposure (fluorinated analogues) and animal-study outcome criteria."
1108,"NO — This is a chemical/physical study of xenon oxide tetrafluoride and its fluoride complexes, not an animal study and it does not report any neurotoxicity outcomes."
1109,"NO — Animal study of sodium fluoride exposure in rats, but outcomes are bone mass and biomechanical properties (no neurotoxicity measures reported)."
1110,"NO — This is an in vitro osteoblast cell‑culture study (includes fluorine‑containing glasses) assessing bone histology/biochemistry, not an animal study and it does not report any neurotoxicity outcomes."
1111,"NO — This is an animal (feline) surgical technique paper using a polyvinyl fluoride sheath, not a study of fluoride/analogue exposure or any neurotoxicity outcomes."
1112,"YES — Animal study of sodium fluoride (100 mg/kg in drinking water) that reports effects on brain tissue (increased zinc level), a neurotoxicity-related outcome."
1113,"YES — Studies fluoroacetate and fluorocitrate exposure in rat brain slices and reports effects on TCA-cycle metabolic compartmentation, an animal-derived neurophysiological outcome relevant to neurotoxicity."
1114,"NO — This is an in vitro human chondrocyte cell-culture study of 2‑fluoro‑2‑deoxy‑D‑glucose metabolism and proteoglycan biosynthesis, not an animal study and it does not report neurotoxicity outcomes."
1115,"YES — Study uses dog brain synaptosomal plasma membranes (animal-derived tissue) and reports effects of fluoride (F-) on Na+/K+-ATPase and acetylcholinesterase activities, which are neurotoxicity-related endpoints."
1116,"NO — Although the compound contains a fluorine atom, this rat study tests a fluorinated chalcone as an anti-inflammatory/anti‑arthritic treatment and reports inflammatory outcomes (paw edema, iNOS/PGE2), not any neurotoxicity measures, so it does not meet the exposure/outcome criteria."
1117,"NO — This is an in vitro microbiology study of fluorinated quaternary ammonium surfactants against Pseudomonas aeruginosa, not an animal study and it does not report any neurotoxicity outcomes."
1118,"NO — This is an animal study of dynorphin and peptidase inhibitors on antinociception in mice, not an exposure to fluoride or its analogues, so it does not meet the exposure criterion."
1119,"NO — animal (sheep) study of fluorosis but reports blood nitrite/nitrate and enzyme activities (catalase, carbonic anhydrase), not any neurotoxicity-specific outcomes."
1120,NO — This is an in vitro study of PC1 secretion from AtT-20 pituitary cells with no fluoride exposure and not an animal study or a neurotoxicity outcome.
1121,"NO — This is an engineering/materials paper about PVDF-coated sensor devices (not an animal exposure study), and it does not report any animal experiment or neurotoxicity outcomes related to fluoride or its analogues."
1122,"NO — This is an in vitro toxicokinetic study of cyclosarin using plasma and enzyme preparations (human, rat, mouse plasma), not an in vivo animal study reporting neurotoxicity outcomes, so it does not meet the animal-study inclusion criterion."
1123,"NO — This is an in vitro study using SH-SY5Y neuroblastoma cells (human cell line) examining fluoride-induced oxidative stress and receptor changes, not an animal study."
1124,"NO — This is a radiochemistry paper describing synthesis of an 18F-labeled PET tracer (for CB1 imaging), not an animal study of fluoride exposure nor does it report any neurotoxicity outcomes."
1125,"NO — This is an in vitro study of fluoride effects on mouse osteoclast formation/function and bone resorption, not an in vivo animal neurotoxicity study and it reports no neurotoxicity outcomes."
1126,"NO — Although this is an animal (rat) neurophysiology study, the exposure is capsaicin (not fluoride or a fluoride analogue); the mention of ""fluoride-resistant acid phosphatase"" refers to a histochemical marker rather than fluoride exposure."
1127,NO — This is a biochemical/methods paper describing a fluoride-insensitive pigeon liver phosphatase used to activate pyruvate dehydrogenase in tissue homogenates and does not involve experimental fluoride exposure or report any animal neurotoxicity outcomes.
1128,"NO — This is a synthetic chemistry paper describing preparation and stereochemical characterization of polyfluoromethyl homoprolines, not an animal study and it does not report any neurotoxicity outcomes."
1129,"NO — The paper uses sodium fluoride (NaF) as an in vitro activator to stimulate adenylyl cyclase in assays, but the study investigates olfactory bulbectomy effects in rats rather than effects of fluoride exposure or its neurotoxicity."
1130,YES — Animal (rat) study reporting neurotoxic outcome (acetylcholinesterase inhibition in brain subcellular fractions) following exposure to O‑isopropyl methylphosphonofluoridate (a fluoridate organophosphate).
1131,"NO — an animal study measuring fluoride levels and other biochemical parameters in rabbit bone, but it does not report any neurotoxicity-related outcomes."
1132,"NO — The study uses NaF in pituitary cell cultures and reports endocrine signaling/LH release outcomes, not neurotoxicity measures, and appears to be an in vitro pituitary cell study rather than an in vivo animal study."
1133,"NO — This is a biochemical study of notexin tyrosine modification (using p‑nitrobenzenesulphonyl fluoride) reporting enzymatic activity and lethality, not an animal study of fluoride/fluoride-analogue exposure or neurotoxicity outcomes."
1134,"NO — Although the study (in calves) used sodium fluoride as a stimulant in adenylate cyclase assays, it reports tracheal smooth muscle receptor/cAMP outcomes (respiratory physiology) and does not assess any neurotoxicity-related outcomes."
1135,NO — This is a biochemical study of enzymatic hydrolysis of alpha-D-glucosyl fluoride in rat intestinal tissue and does not assess any neurotoxicity outcomes.
1136,"NO — This is an animal study of herpes simplex virus effects on ""fluoride-resistant"" acid phosphatase–positive neurons (a staining property), not a study of exposure to fluoride or its analogues."
1137,"NO — This is a review about cellular transport of endocannabinoids (anandamide, 2-AG, PEA), not an animal study of fluoride exposure or neurotoxicity."
1138,"NO — although it includes rat experiments, the reported outcomes are thyroid function and phagocytosis (and human nervous-system exams), with no animal neurotoxicity outcomes reported."
1139,"YES — Animal study (rabbits) of sodium fluoride exposure reporting effects on the thyroid–pituitary (including loss of thyroxine localization in the posterior pituitary), i.e., neuroendocrine outcomes that could be relevant to neurotoxicity."
1140,"NO — This is a computational molecular-dynamics study of PFPE rheological properties, not an animal exposure study and it does not report any neurotoxicity outcomes."
1141,"YES — Mouse study testing fluorine-containing (fluorinated) indol-2-one compounds with CNS outcome measures (analgesic, anticonvulsant, amphetamine‑induced stereotypy, conditioned avoidance, pentobarbitone potentiation), so it meets the exposure (fluorinated compounds) and animal + neurobehavioral outcome criteria."
1142,NO — This is an in vitro biochemical NMR study using a fluorinated GTP analogue on purified calf‑brain tubulin and does not report any neurotoxicity outcomes nor constitute an animal study.
1143,"NO — This is an in vitro study of Na+/Ca2+ exchange in rat aortic myocyte membrane vesicles examining proteolysis during preparation, not an animal study of fluoride exposure or neurotoxic outcomes."
1144,"YES — Study used mouse brain slices (animal tissue) exposed to fluoride and fluoroacetate and reports neurotoxicity-relevant outcomes (amino acid uptake, ATP, Na+, K+ levels)."
1145,"NO — this is an in vitro study of forskolin effects on NG108-15 cell differentiation and signaling, not an animal study and it does not involve fluoride or report neurotoxicity outcomes."
1146,"NO — This is a materials/chemistry study on halogen-bonded self-assembly of fluorinated phosphazene molecules, not an animal study and it reports no neurotoxicity outcomes."
1147,"NO — This is an animal (rat) study of chloroform and ether narcosis effects on carboxypeptidase activity, not exposure to fluoride or its analogues, so it does not meet the exposure criterion."
1148,"NO — This is a biochemical/pharmacological study of dopamine receptors using canine/rat tissue where ""fluoride"" is only mentioned as an experimental reagent affecting adenylate cyclase, not as an exposure to fluoride/analogues nor an animal study measuring neurotoxic outcomes."
1149,NO — this is a histochemical study of ATPase and alkaline phosphatase in mouse sensory corpuscles and does not involve fluoride exposure or report neurotoxicity outcomes.
1150,NO — This is a clinical review of the fluorinated chemotherapy drug fludarabine describing human trials (with occasional neurotoxicity reports) rather than an animal study of fluoride or its analogues.
1151,"NO — Although the study uses fluoride (F−/NaF) and rabbit heart tissue (an animal model), it reports effects on cardiac adenylate cyclase rather than any neurotoxicity-related outcomes."
1152,"YES — The title reports effects of sodium fluoride on norepinephrine-sensitive adenylyl cyclase (a neuronal signaling enzyme), indicating a neurotoxicity-related outcome and likely involves animal neural tissue (species not specified)."
1153,"NO — Animal study with fluoride exposure, but outcomes relate to bone mineral content and periosteal bone formation, not any neurotoxicity measures."
1154,"YES — In vivo rabbit study of isoflurane (a fluorinated anesthetic) measuring brain elimination by 19F NMR; although it reports pharmacokinetics rather than explicit neurotoxicity endpoints, it is an animal study of a fluorinated compound so relevance is unclear/possible."
1155,"NO — This is a medicinal chemistry paper reporting synthesis and A3 receptor binding of 3'-fluoro adenosine analogues, not an animal study and it does not report neurotoxicity outcomes."
1156,"YES — Animal study exposing the freshwater snail Potamopyrgus antipodarum to fluoride that reports effects on behaviour (time to start movement), a neurotoxicity-relevant outcome, along with survival and reproduction."
1157,NO — the paper tests 2 mM fluoride in an in vitro rat muscle homogenate assay of alanine production and does not report any neurotoxicity outcomes nor an in vivo animal neurotoxicity study.
1158,NO — This is a materials/biomineral characterization study of chiton teeth (not an exposure experiment) and reports mineral composition (including fluoride substitution) without any neurotoxicity outcomes.
1159,"NO — animal study of fluoride exposure in growing pigs examining cortical bone remodeling (bone outcomes), not any neurotoxicity-related measures."
1160,"NO — The study used the protozoan Spirostomum ambiguum (not an animal model) and tested cyanide, sarin and tabun (nerve agents), not exposures to fluoride or fluoride analogues as defined for neurotoxicity animal studies."
1161,"NO — The study investigates effects of proteases and protease inhibitors on neurite outgrowth in cultured neonatal mouse dorsal root ganglia, not exposure to fluoride or its analogues."
1162,"NO — Animal study of sodium fluoride exposure but reports only reproductive (sperm, hormone, fertility) outcomes, not any neurotoxicity measures."
1163,"NO — Animal study of sodium fluoride reporting vascular and blood-pressure effects in cats, frogs, and rabbits, not outcomes related to neurotoxicity."
1164,"NO — This is an animal study of chronic ethanol (and PMSF) effects on brain carboxypeptidase activity in rats, not an exposure to fluoride or its analogues, so it does not meet the fluoride-exposure inclusion criterion."
1165,"YES — Animal (rat) study of high fluoride exposure (100 mg NaF/L) reporting brain cell apoptosis in offspring, a neurotoxicity-relevant outcome."
1166,"YES — The study uses the organophosphate N,N'-diisopropylphosphorodiamidic fluoride (mipafox) and reports effects on neuronal-mediated contractions in guinea-pig isolated ileum (an animal neurophysiological outcome)."
1167,YES — Animal study in rats with oral sodium fluoride exposure reporting effects on tryptophan/serotonin-pathway metabolites (a neurotransmitter-related outcome relevant to neurotoxicity).
1168,"NO — This study examines the action of D‑LSD on retinal dopamine-sensitive adenylate cyclase, not exposure to fluoride or its analogues, so it does not meet the exposure criterion."
1169,NO — This is an in vitro biochemical characterization (Torpedo presynaptic membrane enzyme) reporting fluoride as an inhibitor (IC50) but does not report any animal neurotoxicity outcomes or in vivo neurobehavioral/histopathological measures.
1170,"NO — Although potassium fluoride (KF) is used, the study is in vitro/patch-clamp and biochemical, not an animal study, and it reports effects on kinase activity/channel physiology rather than animal neurotoxicity outcomes."
1171,"NO — although rats were treated with NaF, the measured outcomes are cAMP/cGMP in heart, liver and skeletal muscle, not any neurotoxicity measure or neural tissue."
1172,"NO — the study exposes rat pituitary cell cultures to sodium fluoride and measures endocrine outcomes (LH release, inositol phosphates), not any neurotoxicity-related endpoints."
1173,"NO — although sodium fluoride (NaF) was used on rat renal cortical tissue, the study assesses renal adenylate cyclase/cAMP responses in vitro, not any neurotoxicity outcome."
1174,"YES — Title indicates fluoride exposure, but the record lacks any details on study species or neurotoxicity outcomes, so relevance to the inclusion criteria is unclear."
1175,"NO — The record describes respiratory toxicity from fluorine compounds (e.g., HF) and does not report neurotoxicity outcomes or indicate an animal study."
1176,"NO — This is an analytical chemistry methods paper using polyvinylidene fluoride as a filter/modifier to measure refractory elements in particulates, not an animal study and it does not examine fluoride exposure or any neurotoxicity outcomes."
1177,"YES — The study uses sodium fluoride (NaF) exposure in rat striatal membranes and reports activation of adenylate cyclase, a neurochemical outcome in an animal (rat) model."
1178,"NO — This is a review article summarizing fluoride toxicity (including nervous system effects) and does not report original animal experiments, so it fails the requirement that the study be an animal study."
1179,"YES — Animal electrophysiology study on perfused Helix pomatia neurons reporting effects of intracellular fluoride ions on calcium channels/outward currents, so it involves fluoride exposure and a neurophysiological outcome."
1180,"YES — Animal study of a fluorinated analogue (3-trifluoromethylphenethylamine) with measured brain tissue levels (drug distribution), though it reports metabolism/distribution rather than explicit neurotoxicity endpoints."
1181,"NO — this is an animal study of fluoroquinolone antibiotics for antibacterial efficacy in a mouse meningoencephalitis model, not an exposure to fluoride/fluoride analogues nor does it report any neurotoxicity outcomes."
1182,NO — This study investigates motopsin (PRSS12) enzymatic properties and localization in human and mouse neurons (animal/cell work) and does not involve exposure to fluoride or its analogues.
1183,NO — This is a review of AFM/Raman applications (including fluoride effects on primary teeth) and does not report an animal study or any neurotoxicity outcomes.
1184,"NO — This is a materials/physical chemistry study of fluorinated surfactant membrane morphology (FF-TEM, XRD, NMR) and does not involve animal experiments or report any neurotoxicity outcomes."
1185,"YES — Animal (rat) study of dietary fluoride exposure measuring plasma amino acids (a neurochemical outcome) and food consumption, so it is relevant/possibly related to neurotoxicity."
1186,NO — This is an in vitro study of protein phosphorylation in Rous sarcoma virus–transformed rat cells and does not involve fluoride/analog exposure or any neurotoxicity outcomes in animals.
1187,"YES — This is an in vivo rat study administering 18F-labeled (SiFA) PEGylated gold nanoparticles (a fluorine-containing exposure) and reports brain uptake (biodistribution) but does not explicitly assess neurotoxicity, so relevance to neurotoxic outcomes is uncertain."
1188,"NO — This is an in vitro biochemical study on the effects of Ca2+ and Gd3+ on purified chicken brain tubulin (not fluoride or analogues), and it is not an animal neurotoxicity study."
1189,"YES — This is an animal (rat) study of fluorinated bicyclohexane derivatives (fluoro-analogues) reporting neurobehavioral outcomes (PCP‑induced head‑weaving and hyperactivity), meeting the exposure and neurotoxicity outcome criteria."
1190,"NO — This is an in vitro study of human osteoblast-like cells reporting TRACP enzyme activity (with fluoride noted as an inhibitor), not an animal study and it does not assess neurotoxicity outcomes."
1191,"NO — This is an anatomical/immunohistochemical study in rats reporting presence of ""fluoride-resistant acid phosphatase"" (an enzyme descriptor), not exposure to fluoride or its analogues nor any neurotoxicity outcome."
1192,"NO — In vitro study of mammalian cells exposed to a fluorinated nucleoside assessing DNA synthesis, not an animal study nor reporting neurotoxicity outcomes."
1193,NO — This is an animal study of catecholamines and cAMP in carotid body chemoreception in cats and does not involve fluoride or its analogues nor report fluoride-related neurotoxicity outcomes.
1194,"YES — Animal (rat) study of developmental exposure to sodium fluoride reporting neurofunctional/neurobehavioral outcomes (learning, memory, motor coordination, habituation, object discrimination, sexual behavior)."
1195,NO — Geological/mineralogical study of REE-bearing hydrothermal veins that mentions fluorine in fluids and minerals but contains no animal experiments or neurotoxicity outcomes.
1196,"NO — This rat study examines CTB labeling after chronic inflammation and does not involve exposure to fluoride or its analogues (the phrase ""fluoride resistant acid phosphatase"" refers to an enzyme marker, not fluoride exposure)."
1197,"YES — Squirrel monkey study reporting neurobehavioral (antipsychotic/antagonism of apomorphine-induced stereotypy and conditioned avoidance) effects after exposure to synthesized compounds containing a trifluoromethylthio (fluorinated) substituent, so it is an animal neuro-outcome study involving a fluorinated analogue."
1198,"NO — This is a human study measuring IQ in 9–12-year-old children exposed to fluoride in drinking water, not an animal study."
1199,"NO — This guinea pig brain study characterizes two GABA-transaminase isoforms and their inhibition by various anions (chloride, acetate, lactate) but does not involve fluoride/analogues or report fluoride-related neurotoxicity outcomes."
1200,"NO — The paper describes C-11–labeled dopamine agonist radiotracers and in vitro autoradiography in rat brain tissue, not exposure to fluoride/analogues and it does not report any neurotoxicity outcomes."
1201,"NO — This is an in vitro study using CHO cells expressing ion channels (no fluoride exposure) and not an animal study, reporting electrophysiological properties rather than neurotoxicity related to fluoride."
1202,"NO — fluoride is only used as an in vitro esterase inhibitor in a biochemical purification study of rat adipose monoglyceride lipase, with no animal exposure experiment or any neurotoxicity outcomes reported."
1203,"YES — The record studies fluoride metabolism (exposure to fluoride) in auditory ossicles but the title does not specify whether it is an animal study or reports any neurotoxicity outcomes, so relevance is unclear."
1204,"NO — The title concerns cellular transport of CNS drugs in leukocytes and does not involve fluoride or its analogues nor report animal neurotoxicity outcomes, so it does not meet the inclusion criteria."
1205,"NO — In vitro study of cell adhesion on a fluorinated polyimide surface using rat hepatocytes and human liver cell lines, not an animal study and it does not report neurotoxicity outcomes."
1206,"NO — materials science study on hydrogen bonding in PVA/PEO blend films with no fluoride exposure, no neurotoxicity outcomes reported, and not an animal study."
1207,"NO — This is an animal neurotoxicity study of the organophosphate mipafox (not fluoride or a fluoride analogue), so the exposure does not meet the fluoride/analogue inclusion criterion."
1208,NO — This is a tumor immunology study of guinea pig hepatoma cells (antibody/complement-mediated lysis) and does not involve exposure to fluoride or analogues nor report neurotoxicity in an animal study.
1209,YES — The study reports intracellular introduction of fluoride into isolated rat dorsal root ganglion neurons and measures neuronal potassium currents (a neurophysiological outcome) in an animal-derived preparation.
1210,"NO — This is an in vitro study of mancozeb/maneb (EBDC fungicides), not fluoride or its analogues, and uses cultured mesencephalic cells rather than an animal model despite reporting neuronal toxicity."
1211,"NO — This is an in vitro biochemical study expressing mammalian Gs‑α in yeast and using NaF as a reagent in adenylyl cyclase assays, not an animal study and it does not report any neurotoxicity outcomes."
1212,"YES — Animal study in hens exposed to diisopropyl phosphorofluoridate (DFP, a phosphorofluoridate) reporting delayed neurotoxicity (OPIDN) and alterations in neurofilament protein levels."
1213,"NO — This is an animal histochemical study that only mentions ""fluoride-resistant acid phosphatase"" as a marker and does not involve exposure to fluoride (or analogues) nor report neurotoxicity outcomes."
1214,"YES — Drosophila (animal) study of a learning (neuro) mutant that includes biochemical assays showing adenylate cyclase responsiveness to fluoride, so fluoride is part of the experimental conditions relevant to neurobiological outcomes."
