id,citation,title,abstract,label
1605,"1856.S. S. Tate. 1981. Purification and properties of a bovine brain thyrotropin-releasing-factor deamidase. A post-proline cleaving enzyme of limited specificity. Eur J Biochem 118(1): 17-23. http://www.ncbi.nlm.nih.gov/pubmed/6793365. A bovine brain thyrotropin-releasing-factor (thyroliberin) deamidase has been purified 1100-fold to apparent homogeneity. Molecular weight estimates by gel filtration and sodium dodecylsulfate gel electrophoresis indicate that the enzyme consists of a single polypeptide chain of molecular weight of about 62 000-65 000. The enzyme is inactivated by sulfhydryl blocking agents. Serine proteinase inhibitors, phenylmethanesulfonyl fluoride and benzamidine, have no effect. Besides thyroliberin, the enzyme hydrolyzes peptide bonds involving the carboxyl group of proline residues in luliberin, tuftsin, angiotensin II, melanotropin, and neurotensin. Oxytocin, vasopressin, and bradykinin are not cleaved; they are, however, strong competitive inhibitors of thyroliberin deamidation. The specificity studies indicate that the enzyme is a &quot;post-proline cleaving enzyme&quot; which hydrolyzes peptides of the general structure, Yaa-Pro-Xaa, in which Xaa = amino acid, peptide, or amide (not Pro), and Yaa = N-blocked basic amino acid or a peptide sequence in which the C-terminal residue (i.e. the residue prior to Pro) is a basic amino acid such as His, Lys, or Arg. The enzyme is compared to other post-proline cleaving enzymes.",Purification and properties of a bovine brain thyrotropin-releasing-factor deamidase. A post-proline cleaving enzyme of limited specificity,"A bovine brain thyrotropin-releasing-factor (thyroliberin) deamidase has been purified 1100-fold to apparent homogeneity. Molecular weight estimates by gel filtration and sodium dodecylsulfate gel electrophoresis indicate that the enzyme consists of a single polypeptide chain of molecular weight of about 62 000-65 000. The enzyme is inactivated by sulfhydryl blocking agents. Serine proteinase inhibitors, phenylmethanesulfonyl fluoride and benzamidine, have no effect. Besides thyroliberin, the enzyme hydrolyzes peptide bonds involving the carboxyl group of proline residues in luliberin, tuftsin, angiotensin II, melanotropin, and neurotensin. Oxytocin, vasopressin, and bradykinin are not cleaved; they are, however, strong competitive inhibitors of thyroliberin deamidation. The specificity studies indicate that the enzyme is a ""post-proline cleaving enzyme"" which hydrolyzes peptides of the general structure, Yaa-Pro-Xaa, in which Xaa = amino acid, peptide, or amide (not Pro), and Yaa = N-blocked basic amino acid or a peptide sequence in which the C-terminal residue (i.e. the residue prior to Pro) is a basic amino acid such as His, Lys, or Arg. The enzyme is compared to other post-proline cleaving enzymes.",0
1606,"1857.E. J. Olender, B. J. Wagner and R. W. Stach. 1981. Sequestration of 125I-labeled beta nerve growth factor by embryonic sensory neurons. J Neurochem 37(2): 436-42. http://www.ncbi.nlm.nih.gov/pubmed/6267203. Nerve growth factor (NGF) binds to two specific receptors on sensory nerve cells. These two receptors are characterized by different equilibrium dissociation constants. The higher affinity (type I) receptors have an equilibrium dissociation constant of 3.3 X 10(-11) M. The lower affinity (type II) receptors have an equilibrium dissociation constant of 1.7 X 10(-9) M. These two receptors are not a result of negative cooperativity, but apparently are different receptors. At 22 degrees C the rate of association is 1 X 10(7) M-1 S-1 and the rates of dissociation are 6.5 X 10(-4) S-1 (type I) and 3.2 X 10(-2) S-1 (type II). After binding, a time-dependent process occurs that makes that NGF inaccessible to the external milieu (sequestered). The sequestration process is energy-dependent, but apparently temperature-independent. The data suggest that only the type I receptors are involved in the sequestration process. This process is similar to that observed on sympathetic neurons and may be the first step in the internalization of NGF by responsive cells.",Sequestration of 125I-labeled beta nerve growth factor by embryonic sensory neurons,"Nerve growth factor (NGF) binds to two specific receptors on sensory nerve cells. These two receptors are characterized by different equilibrium dissociation constants. The higher affinity (type I) receptors have an equilibrium dissociation constant of 3.3 X 10(-11) M. The lower affinity (type II) receptors have an equilibrium dissociation constant of 1.7 X 10(-9) M. These two receptors are not a result of negative cooperativity, but apparently are different receptors. At 22 degrees C the rate of association is 1 X 10(7) M-1 S-1 and the rates of dissociation are 6.5 X 10(-4) S-1 (type I) and 3.2 X 10(-2) S-1 (type II). After binding, a time-dependent process occurs that makes that NGF inaccessible to the external milieu (sequestered). The sequestration process is energy-dependent, but apparently temperature-independent. The data suggest that only the type I receptors are involved in the sequestration process. This process is similar to that observed on sympathetic neurons and may be the first step in the internalization of NGF by responsive cells.",0
1607,1860.I. Tasaki and K. Iwasa. 1981. Temperature changes associated with nerve excitation: detection by using polyvinylidene fluoride film. Biochem Biophys Res Commun 101(1): 172-6. http://www.ncbi.nlm.nih.gov/pubmed/7283999. ,Temperature changes associated with nerve excitation: detection by using polyvinylidene fluoride film,,0
1608,"1861.G. Guillon, B. Cantau and S. Jard. 1981. Effects of thiol-protecting reagents on the size of solubilized adenylate cyclase and on its ability to be stimulated by guanyl nucleotides and fluoride. Eur J Biochem 117(2): 401-6. http://www.ncbi.nlm.nih.gov/pubmed/7274217. ",Effects of thiol-protecting reagents on the size of solubilized adenylate cyclase and on its ability to be stimulated by guanyl nucleotides and fluoride,,0
1609,1862.L. Shargel and J. Masnyj. 1981. Effect of stannous fluoride and sodium fluoride on hepatic mixed-function oxidase activities in the rat. Toxicol Appl Pharmacol 59(3): 452-6. http://www.ncbi.nlm.nih.gov/pubmed/7268769. ,Effect of stannous fluoride and sodium fluoride on hepatic mixed-function oxidase activities in the rat,,0
1610,"1863.K. Torii, Y. Takasaki, S. Iwata and R. J. Wurtman. 1981. Changes in blood osmolarity electrolytes, and metabolites among adult rats treated with a neurotoxic dose of MSG. Life Sci 28(25): 2855-64. http://www.ncbi.nlm.nih.gov/pubmed/7266254. ","Changes in blood osmolarity electrolytes, and metabolites among adult rats treated with a neurotoxic dose of MSG",,0
1611,"1864.S. E. Dicker, C. A. Morris and F. L. Pearce. 1981. Role of a renal arginylesteropeptidase in the production of a renotrophic factor in unilaterally nephrectomized rats. J Physiol 315(#issue#): 413-9. http://www.ncbi.nlm.nih.gov/pubmed/7310717. 1. Renal cortical slices incubated for 4 hr in culture medium in the presence of either dibutyrylguanosine-3': 5'-cyclic monophosphate (dibutyryl cyclic GMP, 10(-6)m) or freeze-dried normal rat plasma (35 mug mg(-1) wet wt. tissue) did not show any change in dry weight or protein content. However, addition of freeze-dried normal plasma together with dibutyryl cyclic GMP led to an increase in both parameters.2. Unilateral nephrectomy produced a marked increase in the level of arginylesteropeptidase in the renal cortex of the remaining kidney. A similar increase was observed in renal cortical slices incubated with dibutyryl cyclic GMP in vitro.3. The renal cortical esteropeptidase was inhibited by phenylmethylsulphonyl fluoride (PMSF, 2 mm). The inhibitor did not, however, prevent the normal increase of dry weight and protein content of renal cortical slices incubated with plasma from unilaterally nephrectomized rats. Similarly, control normal plasma incubated with cortical slices from a kidney removed 10 min after unilateral nephrectomy became endowed with renotrophic activity (Dicker &amp; Morris, 1980b) but this activation was abolished by PMSF.4. Control plasma treated with a purified arginylesteropeptidase and incubated for 4 hr with renal cortical slices produced a hypertrophy of the slices similar to that evoked by plasma from a unilaterally nephrectomized rat.5. Since following unilateral nephrectomy there is a rapid increase in the level of cyclic GMP in the renal cortical tissue of the remaining kidney (Dicker &amp; Greenbaum, 1977) it is suggested that this increase leads to the induction of a specific arginylesteropeptidase. The possibility that the enzyme then cleaves a renotrophic precursor normally present in the plasma, so converting it to an active form, is discussed.",Role of a renal arginylesteropeptidase in the production of a renotrophic factor in unilaterally nephrectomized rats,"1. Renal cortical slices incubated for 4 hr in culture medium in the presence of either dibutyrylguanosine-3': 5'-cyclic monophosphate (dibutyryl cyclic GMP, 10(-6)m) or freeze-dried normal rat plasma (35 mug mg(-1) wet wt. tissue) did not show any change in dry weight or protein content. However, addition of freeze-dried normal plasma together with dibutyryl cyclic GMP led to an increase in both parameters.2. Unilateral nephrectomy produced a marked increase in the level of arginylesteropeptidase in the renal cortex of the remaining kidney. A similar increase was observed in renal cortical slices incubated with dibutyryl cyclic GMP in vitro.3. The renal cortical esteropeptidase was inhibited by phenylmethylsulphonyl fluoride (PMSF, 2 mm). The inhibitor did not, however, prevent the normal increase of dry weight and protein content of renal cortical slices incubated with plasma from unilaterally nephrectomized rats. Similarly, control normal plasma incubated with cortical slices from a kidney removed 10 min after unilateral nephrectomy became endowed with renotrophic activity (Dicker & Morris, 1980b) but this activation was abolished by PMSF.4. Control plasma treated with a purified arginylesteropeptidase and incubated for 4 hr with renal cortical slices produced a hypertrophy of the slices similar to that evoked by plasma from a unilaterally nephrectomized rat.5. Since following unilateral nephrectomy there is a rapid increase in the level of cyclic GMP in the renal cortical tissue of the remaining kidney (Dicker & Greenbaum, 1977) it is suggested that this increase leads to the induction of a specific arginylesteropeptidase. The possibility that the enzyme then cleaves a renotrophic precursor normally present in the plasma, so converting it to an active form, is discussed.",0
1612,"1866.K. B. Seamon, W. Padgett and J. W. Daly. 1981. Forskolin: unique diterpene activator of adenylate cyclase in membranes and in intact cells. Proc Natl Acad Sci U S A 78(6): 3363-7. http://www.ncbi.nlm.nih.gov/pubmed/6267587. The diterpene, forskolin [half-maximal effective concentration (EC50), 5-10 microM] activates adenylate cyclase [ATP pyrophosphate-lyase (cyclizing), EC 4.6.1.1] in rat cerebral cortical membranes in a rapid and reversible manner. Activation is not dependent on exogenous guanyl nucleotides and is not inhibited by guanosine 5'-O-(2-thiodiphosphate) when assayed with adenosine 5'-[beta, gamma-imido]triphosphate as substrate. GTP and GDP potentiate responses to forskolin. The activations of adenylate cyclase by forskolin and guanosine 5'-[beta, gamma-imido]triphosphate p[NH]ppG are not additive, whereas activations by forskolin and fluoride are additive or partially additive. The responses of adenylate cyclase to forskolin or fluoride are not inhibited by manganese ions, whereas the response to p[NH]ppG is completely blocked. Activation of adenylate cyclase by forskolin is considerably greater than the activation by fluoride in membranes from rat cerebellum, striatum, heart, and liver, while being about equal or less than the activation by fluoride in other tissues. Forskolin (EC50, 25 microM) causes a rapid and readily reversible 35-fold elevation of cyclic AMP in rat cerebral cortical slices that is not blocked by a variety of neurotransmitter antagonists. Low concentrations of forskolin (1 microM) augment the response of cyclic AMP-generating systems in brain slices to norepinephrine, isoproterenol, histamine, adenosine, prostaglandin E2, and vasoactive intestinal peptide. Forskolin would appear to activate adenylate cyclase through a unique mechanism involving both direct activation of the enzyme and facilitation or potentiation of the modulation of enzyme activity by receptors or the guanyl nucleotide-binding subunit, or both.",Forskolin: unique diterpene activator of adenylate cyclase in membranes and in intact cells,"The diterpene, forskolin [half-maximal effective concentration (EC50), 5-10 microM] activates adenylate cyclase [ATP pyrophosphate-lyase (cyclizing), EC 4.6.1.1] in rat cerebral cortical membranes in a rapid and reversible manner. Activation is not dependent on exogenous guanyl nucleotides and is not inhibited by guanosine 5'-O-(2-thiodiphosphate) when assayed with adenosine 5'-[beta, gamma-imido]triphosphate as substrate. GTP and GDP potentiate responses to forskolin. The activations of adenylate cyclase by forskolin and guanosine 5'-[beta, gamma-imido]triphosphate p[NH]ppG are not additive, whereas activations by forskolin and fluoride are additive or partially additive. The responses of adenylate cyclase to forskolin or fluoride are not inhibited by manganese ions, whereas the response to p[NH]ppG is completely blocked. Activation of adenylate cyclase by forskolin is considerably greater than the activation by fluoride in membranes from rat cerebellum, striatum, heart, and liver, while being about equal or less than the activation by fluoride in other tissues. Forskolin (EC50, 25 microM) causes a rapid and readily reversible 35-fold elevation of cyclic AMP in rat cerebral cortical slices that is not blocked by a variety of neurotransmitter antagonists. Low concentrations of forskolin (1 microM) augment the response of cyclic AMP-generating systems in brain slices to norepinephrine, isoproterenol, histamine, adenosine, prostaglandin E2, and vasoactive intestinal peptide. Forskolin would appear to activate adenylate cyclase through a unique mechanism involving both direct activation of the enzyme and facilitation or potentiation of the modulation of enzyme activity by receptors or the guanyl nucleotide-binding subunit, or both.",0
1613,"1867.R. Iyengar, M. K. Bhat, M. E. Riser and L. Birnbaumer. 1981. Receptor-specific desensitization of the S49 lymphoma cell adenylyl cyclase. Unaltered behavior of the regulatory component. J Biol Chem 256(10): 4810-5. http://www.ncbi.nlm.nih.gov/pubmed/6262304. ",Receptor-specific desensitization of the S49 lymphoma cell adenylyl cyclase. Unaltered behavior of the regulatory component,,0
1614,"1869.P. Y. Law, J. Wu, J. E. Koehler and H. H. Loh. 1981. Demonstration and characterization of opiate inhibition of the striatal adenylate cyclase. J Neurochem 36(5): 1834-46. http://www.ncbi.nlm.nih.gov/pubmed/7241139. The conditions in which Leu(5)-enkephalin inhibition of striatal adenylate cyclase was observed were defined. It was determined that enkephalin inhibition was dependent on GTP. The apparent K(m) for GTP in opiate inhibition was determined to be 0.5 and 2 micrometer when 0.1 mM- and 0.5 mM-ATP were used as substrate. ITP, but not CTP or UTP, could substitute for GTP in the reaction. Though the addition of monovalent cations-Na+, K+, Li+, Cs+, and choline+--stimulated striatal adenylate cyclase activity, enkephalin inhibition of striatal adenylate cyclase did not require Na+ when theophylline was used as the phosphodiesterase inhibitor. Under optimal conditions, i.e., 20 micrometer-GTP and 100 mM-Na+, Leu(5)-enkephalin inhibited the strial adenylate cyclase activity by 23-27%. When the enkephalin regulation of the cyclase activity was further characterized, it was observed that Leu(5)-enkephalin inhibited the rate of the enzymatic reaction. Kinetic analysis revealed that the opioid peptide decreases V (max) values but not the K(m) values for the substrates Mg2+ and Mg-ATP. Agents such as MnCl(2), NaF, and guanyl-5'-ylimido-diphosphate, which directly activated the adenylate cyclase, antagonized the opiate inhibition. Levorphanol and (-)naloxone were more potent than dextrorphan and (+) naloxone in inhibiting adenylate cyclase and in reversing the enkephalin inhibition, respectively. There were differences in the potencies of various opiate peptides in their inhibition of striatal adenylate cyclase activity, with Met5- &gt; Leu(5)-enkephalin &gt; beta-endorphin. The opiate receptor through which the enkephalin inhibition was observed is most likely delta in nature, since in the presence of either Na+ or K+, the magnitude of the alkaloid inhibition was reduced, whereas the peptide inhibition was either potentiated or not affected.",Demonstration and characterization of opiate inhibition of the striatal adenylate cyclase,"The conditions in which Leu(5)-enkephalin inhibition of striatal adenylate cyclase was observed were defined. It was determined that enkephalin inhibition was dependent on GTP. The apparent K(m) for GTP in opiate inhibition was determined to be 0.5 and 2 micrometer when 0.1 mM- and 0.5 mM-ATP were used as substrate. ITP, but not CTP or UTP, could substitute for GTP in the reaction. Though the addition of monovalent cations-Na+, K+, Li+, Cs+, and choline+--stimulated striatal adenylate cyclase activity, enkephalin inhibition of striatal adenylate cyclase did not require Na+ when theophylline was used as the phosphodiesterase inhibitor. Under optimal conditions, i.e., 20 micrometer-GTP and 100 mM-Na+, Leu(5)-enkephalin inhibited the strial adenylate cyclase activity by 23-27%. When the enkephalin regulation of the cyclase activity was further characterized, it was observed that Leu(5)-enkephalin inhibited the rate of the enzymatic reaction. Kinetic analysis revealed that the opioid peptide decreases V (max) values but not the K(m) values for the substrates Mg2+ and Mg-ATP. Agents such as MnCl(2), NaF, and guanyl-5'-ylimido-diphosphate, which directly activated the adenylate cyclase, antagonized the opiate inhibition. Levorphanol and (-)naloxone were more potent than dextrorphan and (+) naloxone in inhibiting adenylate cyclase and in reversing the enkephalin inhibition, respectively. There were differences in the potencies of various opiate peptides in their inhibition of striatal adenylate cyclase activity, with Met5- > Leu(5)-enkephalin > beta-endorphin. The opiate receptor through which the enkephalin inhibition was observed is most likely delta in nature, since in the presence of either Na+ or K+, the magnitude of the alkaloid inhibition was reduced, whereas the peptide inhibition was either potentiated or not affected.",0
1615,"1870.J. M. Stockton and A. J. Turner. 1981. Characterization of adenylate cyclase purified from rat brain by hydrophobic chromatography. J Neurochem 36(5): 1722-30. http://www.ncbi.nlm.nih.gov/pubmed/7241131. Hydrophobic chromatography of detergent-solubilized rat brain adenylate cyclase on dodecyl-Sepharose produced a species that was soluble in the absence of detergent and could be manipulated like a conventional hydrophilic protein. Sevenfold purification was achieved by this technique. Further purification could then be effected by affinity chromatography on ATP-Sepharose. The purified enzyme was no longer sensitive to fluoride or guanyl nucleotides. No interaction of brain adenylate cyclase was observed with immobilized triazinyl dyes such as Cibacron Blue 3GA nor with con-canavalin A-Sepharose. The molecular weight of the fluoride-activated catalytic complex in a freeze-dried membrane preparation was estimated to be 133,000 by irradiation inactivation.",Characterization of adenylate cyclase purified from rat brain by hydrophobic chromatography,"Hydrophobic chromatography of detergent-solubilized rat brain adenylate cyclase on dodecyl-Sepharose produced a species that was soluble in the absence of detergent and could be manipulated like a conventional hydrophilic protein. Sevenfold purification was achieved by this technique. Further purification could then be effected by affinity chromatography on ATP-Sepharose. The purified enzyme was no longer sensitive to fluoride or guanyl nucleotides. No interaction of brain adenylate cyclase was observed with immobilized triazinyl dyes such as Cibacron Blue 3GA nor with con-canavalin A-Sepharose. The molecular weight of the fluoride-activated catalytic complex in a freeze-dried membrane preparation was estimated to be 133,000 by irradiation inactivation.",0
1616,"1871.D. Rowse-Eagle, H. D. Watson and G. H. Tignor. 1981. Improved method for trypsin digestion of Paraplast sections before immunofluorescence staining. J Clin Microbiol 13(5): 996-7. http://www.ncbi.nlm.nih.gov/pubmed/7016918. Formalin-fixed, Paraplast-embedded tissue sections mounted on subbed slides were digested with crude trypsin in modified Sorensen phosphate buffer containing sodium fluoride before immunofluorescence staining. This method prevented detachment of sections from slides during processing, thereby permitting immunofluorescence and histological examinations of adjacent serial sections.",Improved method for trypsin digestion of Paraplast sections before immunofluorescence staining,"Formalin-fixed, Paraplast-embedded tissue sections mounted on subbed slides were digested with crude trypsin in modified Sorensen phosphate buffer containing sodium fluoride before immunofluorescence staining. This method prevented detachment of sections from slides during processing, thereby permitting immunofluorescence and histological examinations of adjacent serial sections.",0
1617,"1872.A. Fein and D. W. Corson. 1981. Excitation of Limulus photoreceptors by vanadate and by a hydrolysis-resistant analog of guanosine triphosphate. Science 212(4494): 555-7. http://www.ncbi.nlm.nih.gov/pubmed/6782676. Discrete voltage fluctuations that occur spontaneously or in response to dim lights can be recorded from the ventral photoreceptors of Limulus. The injection of vanadate or the hydrolysis-resistant analog of guanosine triphosphate, GTP-gamma-S, into ventral photoreceptors induces the production of discrete waves in the dark. The chemically induced discrete waves are similar to those induced by light. Ventral photoreceptors may contain a guanyl nucleotide binding protein whose activation by vanadate or GTP-gamma-S induces the discrete waves.",Excitation of Limulus photoreceptors by vanadate and by a hydrolysis-resistant analog of guanosine triphosphate,"Discrete voltage fluctuations that occur spontaneously or in response to dim lights can be recorded from the ventral photoreceptors of Limulus. The injection of vanadate or the hydrolysis-resistant analog of guanosine triphosphate, GTP-gamma-S, into ventral photoreceptors induces the production of discrete waves in the dark. The chemically induced discrete waves are similar to those induced by light. Ventral photoreceptors may contain a guanyl nucleotide binding protein whose activation by vanadate or GTP-gamma-S induces the discrete waves.",0
1618,"1873.P. Supavilai and M. Karobath. 1981. Action of pyrazolopyridines as modulators of [3H]flunitrazepam binding to the gaba/benzodiazepine receptor complex of the cerebellum. Eur J Pharmacol 70(2): 183-93. http://www.ncbi.nlm.nih.gov/pubmed/6114867. The pyrazolopyridines etazolate (SQ 20009) and cartazolate (SQ 65396) have strong modulatory effects on the GABA/benzodiazepine receptor complex of rate cerebellum. Thus, etazolate and cartazolate directly stimulate [3H]flunitrazepam binding (with EC50 values of 1.2 microM and 0.3 microM respectively) by increasing the apparent affinity of [3H]flunitrazepam for its binding sites. Stimulation of [3H]flunitrazepam binding by pyrazolopyridines is dependent on the presence of certain anions like chloride, bromide, iodide, nitrite, nitrate but not fluoride, acetate, formate or sulfate. If is inhibited by bicuculline-methiodide, and by the &quot;chloride channel drugs' picrotoxinin and IPTBO. isoTHAZ, a GABA analogue with GABA antagonist properties in vivo, fails to inhibit binding stimulated by etazolate but antagonizes [3H]flunitrazepam binding stimulated by GABA. The pyrazolopyridines have also indirect effects on benzodiazepine receptor binding since they enhance the apparent sensitivity of those GABA recognition sites which are coupled to benzodiazepine binding sites. Thus, in the presence of 10 microM etazolate, GABA and muscimol enhance [3H]flunitrazepam binding, with EC50 values of 109 nM and 12 nM respectively. This sensitization effect is partially dependent on the presence of chloride ions. The pyrazolopyridines facilitate also the stimulation of benzodiazepine receptor binding by beta-alanine and taurine and by the rigid and flattened GABA analogues THIP and piperidine-4-sulfonic acid. Taken together, these results suggest that the pyrazolopyridines modulate [3H]flunitrazepam binding by acting at a site closely related to GABA receptor-regulated chloride ion channels.",Action of pyrazolopyridines as modulators of [3H]flunitrazepam binding to the gaba/benzodiazepine receptor complex of the cerebellum,"The pyrazolopyridines etazolate (SQ 20009) and cartazolate (SQ 65396) have strong modulatory effects on the GABA/benzodiazepine receptor complex of rate cerebellum. Thus, etazolate and cartazolate directly stimulate [3H]flunitrazepam binding (with EC50 values of 1.2 microM and 0.3 microM respectively) by increasing the apparent affinity of [3H]flunitrazepam for its binding sites. Stimulation of [3H]flunitrazepam binding by pyrazolopyridines is dependent on the presence of certain anions like chloride, bromide, iodide, nitrite, nitrate but not fluoride, acetate, formate or sulfate. If is inhibited by bicuculline-methiodide, and by the ""chloride channel drugs' picrotoxinin and IPTBO. isoTHAZ, a GABA analogue with GABA antagonist properties in vivo, fails to inhibit binding stimulated by etazolate but antagonizes [3H]flunitrazepam binding stimulated by GABA. The pyrazolopyridines have also indirect effects on benzodiazepine receptor binding since they enhance the apparent sensitivity of those GABA recognition sites which are coupled to benzodiazepine binding sites. Thus, in the presence of 10 microM etazolate, GABA and muscimol enhance [3H]flunitrazepam binding, with EC50 values of 109 nM and 12 nM respectively. This sensitization effect is partially dependent on the presence of chloride ions. The pyrazolopyridines facilitate also the stimulation of benzodiazepine receptor binding by beta-alanine and taurine and by the rigid and flattened GABA analogues THIP and piperidine-4-sulfonic acid. Taken together, these results suggest that the pyrazolopyridines modulate [3H]flunitrazepam binding by acting at a site closely related to GABA receptor-regulated chloride ion channels.",0
1619,1874.T. C. Pellmar and D. O. Carpenter. 1981. Cyclic AMP induces a voltage-dependent current in neurones of Aplysia californica. Neurosci Lett 22(2): 151-7. http://www.ncbi.nlm.nih.gov/pubmed/6262681. A voltage-dependent inward current is elicited by intracellular application of cyclic AMP in some neurons of Aplysia. The current has a slow time course and is present only at potentials more depolarized than -30 mV. Two other methods of increasing cellular cyclic AMP (phosphodiesterase inhibitors and sodium fluoride activation of adenylate cyclase) also induce an inward current at depolarized potentials.,Cyclic AMP induces a voltage-dependent current in neurones of Aplysia californica,A voltage-dependent inward current is elicited by intracellular application of cyclic AMP in some neurons of Aplysia. The current has a slow time course and is present only at potentials more depolarized than -30 mV. Two other methods of increasing cellular cyclic AMP (phosphodiesterase inhibitors and sodium fluoride activation of adenylate cyclase) also induce an inward current at depolarized potentials.,0
1620,"1875.R. B. Silverman and M. A. Levy. 1981. Mechanism of inactivation of gamma-aminobutyric acid-alpha-ketoglutaric acid aminotransferase by 4-amino-5-halopentanoic acids. Biochemistry 20(5): 1197-203. http://www.ncbi.nlm.nih.gov/pubmed/7225323. (S)-4-Amino-5-halopentanoic acids were previously shown to irreversibly inhibit pig brain gamma-aminobutyric acid--alpha-ketoglutaric acid aminotransferase, and a mechanism for the inactivation was proposed (Silverman, R. B., &amp; Levy M. A. (1980) Biochem. Biophys. Res. Commun. 95, 250). Evidence is presented to show that these compounds are mechanism-based inactivators, and experiments are described to elucidate their mechanism of action. The enzyme must be in the pyridoxal phosphate form for inactivation to occur, the gamma proton of the inactivators is removed in a rate-determining step, and one fluoride ion is released from 4-amino-5-fluoropentanoic acid per active site labeled. The change in the optical spectrum of the enzyme during inactivation suggests that the coenzyme is converted into the pyridoxamine phosphate form. Every turnover of inactivator leads to an inactivation event, i.e., the partition ratio is zero.",Mechanism of inactivation of gamma-aminobutyric acid-alpha-ketoglutaric acid aminotransferase by 4-amino-5-halopentanoic acids,"(S)-4-Amino-5-halopentanoic acids were previously shown to irreversibly inhibit pig brain gamma-aminobutyric acid--alpha-ketoglutaric acid aminotransferase, and a mechanism for the inactivation was proposed (Silverman, R. B., & Levy M. A. (1980) Biochem. Biophys. Res. Commun. 95, 250). Evidence is presented to show that these compounds are mechanism-based inactivators, and experiments are described to elucidate their mechanism of action. The enzyme must be in the pyridoxal phosphate form for inactivation to occur, the gamma proton of the inactivators is removed in a rate-determining step, and one fluoride ion is released from 4-amino-5-fluoropentanoic acid per active site labeled. The change in the optical spectrum of the enzyme during inactivation suggests that the coenzyme is converted into the pyridoxamine phosphate form. Every turnover of inactivator leads to an inactivation event, i.e., the partition ratio is zero.",0
1621,"1876.A. I. Rybakov, V. S. Kulikova and S. A. Kiriushina. 1981. Theoretical motivations of fluorine incorporation into the complex therapy of parodontosis. Int Dent J 31(1): 60-6. http://www.ncbi.nlm.nih.gov/pubmed/6937445. The results of experiments on dogs with periodontal disease have proved the following: 1. Mobility of calcium in the jaws and skeleton occurs in periodontal disease. 2. The body of the mandible plays a particular role in the compensatory mineralization of the alveolar process. 3. There is a discernible increase in fluorine content in pathologically affected zones of jaw bones. 4. Small doses of fluorine are able to increase calcium deposition in jaw bones. Clinical proof has been obtained of the beneficial influence of fluorine in the complex treatment of periodontal disease, which is manifest in the retention of calcium and fluorine in the organism. The ability of fluorine to substitute for calcium in resorption of the alveolar margin and to stimulate calcium deposition in jaw bones provides theoretical support for the recommendation to incorporate small doses of fluorine into the complex therapy of periodontal disease.",Theoretical motivations of fluorine incorporation into the complex therapy of parodontosis,"The results of experiments on dogs with periodontal disease have proved the following: 1. Mobility of calcium in the jaws and skeleton occurs in periodontal disease. 2. The body of the mandible plays a particular role in the compensatory mineralization of the alveolar process. 3. There is a discernible increase in fluorine content in pathologically affected zones of jaw bones. 4. Small doses of fluorine are able to increase calcium deposition in jaw bones. Clinical proof has been obtained of the beneficial influence of fluorine in the complex treatment of periodontal disease, which is manifest in the retention of calcium and fluorine in the organism. The ability of fluorine to substitute for calcium in resorption of the alveolar margin and to stimulate calcium deposition in jaw bones provides theoretical support for the recommendation to incorporate small doses of fluorine into the complex therapy of periodontal disease.",0
1622,1877.A. G. Karczmar and Y. Ohta. 1981. Neuromyopharmacology as related to anticholinesterase action. Fundam Appl Toxicol 1(2): 135-42. http://www.ncbi.nlm.nih.gov/pubmed/6307795. ,Neuromyopharmacology as related to anticholinesterase action,,0
